uei,lat,lon
ETGMYV7CKAJ7,30.33218002319336,-81.65564727783203
MJ3JH8CRJBZ7,42.35843,-71.05977
KXNVA7JCC5K6,41.14641189575195,-81.34174346923828
XQQJEDK7JC21,42.35843,-71.05977
EYMJXLN2MFB4,39.96118,-82.99879
SKH5GMBR9GL3,36.07263946533203,-79.79197692871094
FPU6XGFXMBE9,41.70019,-86.23793
ECESTN2SSVH1,40.714271545410156,-74.00596618652344
SN7KD2UK7GC5,36.09986,-80.24422
YRXVL4JYCEF5,40.42587,-86.90807
M3KHEEYRM1S6,38.895111083984375,-77.03636932373047
GS3YEVSS12N6,37.80437,-122.2708
H58TR2D7DNE3,37.404876708984375,-122.1409683227539
DAY7Z8ZD48Q3,46.87215042114258,-113.99400329589844
EJ3UF7TK8RT5,45.67965,-111.03856
HLTMVS2JZBS6,42.358428955078125,-71.05976867675781
ZPAUY3FQMM26,32.7157096862793,-117.16471862792969
D5S9JZ1KDP49,42.364688873291016,-72.54656982421875
JJ6CN5Y5A2R5,40.74399185180664,-74.03235626220703
JW2NGMP4NMA3,39.75554,-105.2211
YEZEE8W5JKA3,40.01499,-105.27055
NRJ8QC6LM4T1,36.009944915771484,-78.93781280517578
K51LECU1G8N3,29.76328,-95.36327
HB6KNGVNJRU1,34.73040008544922,-86.5859375
FLJ7DQKLL226,42.358428955078125,-71.05976867675781
C186U32QSBR9,42.375099182128906,-71.1056137084961
X1M1PN3KG3E7,35.96064,-83.92074
ECR5E2LU5BL6,38.89511,-77.03637
KMZBB7SJBP72,38.89511,-77.03637
SZAKFNU35ZX5,34.0483512878418,-117.26114654541016
LMF5HEYNM148,18.01031,-66.62398
VGJHK59NMPK9,42.358428955078125,-71.05976867675781
GMR5T8P487D7,40.81599426269531,-73.95215606689453
F6XLTRUQJEN4,35.08449,-106.65114
KQ1KJG78NNS9,38.89511,-77.03637
F4N1QNPB95M4,40.71427,-74.00597
HD1WMN6945W6,47.60621,-122.33207
EXZVPWZBLUE8,42.04114,-87.69006
NA7AKMLK2BM1,42.35843,-71.05977
MBU6HCLNZ431,36.09986,-80.24422
ENBLDJUN4N73,37.80437,-122.2708
FN2YCS2YAUW3,35.96064,-83.92074
JJDYK36PRTL5,43.597808837890625,-84.76750946044922
JKKNZLNYLJ19,37.69224166870117,-97.33753967285156
EB8ASJBCFER9,43.70229,-72.28954
MZ4DYXE1SL98,44.56457,-123.26204
PB11V1KH3KV4,29.42411994934082,-98.4936294555664
QCKAHGYGVCE4,38.232421875,-122.63665008544922
YL62T9FVJXG3,13.447609901428223,144.80108642578125
QB12VPNQQFE8,30.694360733032227,-88.04305267333984
KWTAB1GYM4L9,18.46632957458496,-66.10572052001953
KUKXRCZ6NZC2,40.71427,-74.00597
C9MRZK4B7K39,42.363304138183594,-71.20196533203125
DZFJT2KH9C43,61.21805953979492,-149.90028381347656
E2NDENMDUEG8,41.85003,-87.65005
