uei,fiscal_year,paper_count,award_count
TX2DAGQPENZ5,2017,1375,458
TX2DAGQPENZ5,2018,1485,514
TX2DAGQPENZ5,2019,1424,546
TX2DAGQPENZ5,2020,1543,632
TX2DAGQPENZ5,2021,1454,643
TX2DAGQPENZ5,2022,1435,621
TX2DAGQPENZ5,2023,1523,662
TX2DAGQPENZ5,2024,1413,672
TX2DAGQPENZ5,2025,1475,709
TYHDLNB65NJ1,2021,1,1
TYHDLNB65NJ1,2022,1,1
TYHDLNB65NJ1,2025,1,1
TYJEPW6N1W98,2016,1,1
TYJEPW6N1W98,2021,1,1
TYJEPW6N1W98,2022,1,1
TYJEPW6N1W98,2023,2,2
TYJEPW6N1W98,2025,1,1
TYVNMW8FNQQ3,2016,280,62
TYVNMW8FNQQ3,2017,258,73
TYVNMW8FNQQ3,2018,240,96
TYVNMW8FNQQ3,2019,240,111
TYVNMW8FNQQ3,2020,265,124
TYVNMW8FNQQ3,2021,298,141
TYVNMW8FNQQ3,2022,285,147
TYVNMW8FNQQ3,2023,309,151
TYVNMW8FNQQ3,2024,253,129
TYVNMW8FNQQ3,2025,237,109
TZMELKRFSPL8,2016,2,1
TZMELKRFSPL8,2019,1,1
U11BUN3J3E88,2016,4,1
U11BUN3J3E88,2017,1,1
U11BUN3J3E88,2021,1,1
U11BUN3J3E88,2022,1,1
U151KVR7BLH5,2023,2,1
U151KVR7BLH5,2024,3,1
U151KVR7BLH5,2025,2,1
U1FCTD9GJAR7,2023,1,1
U1HJX789X9D1,2016,1,1
U1HJX789X9D1,2018,1,1
U1HJX789X9D1,2023,1,1
U1J5NMLDZNM7,2022,1,1
U1L2PRKYF9T3,2016,1,1
U1L2PRKYF9T3,2017,2,1
U1L2PRKYF9T3,2018,3,1
U1L2PRKYF9T3,2019,4,2
U1L2PRKYF9T3,2020,4,2
U1L2PRKYF9T3,2021,7,4
U1L2PRKYF9T3,2022,5,3
U1L2PRKYF9T3,2023,7,3
U1L2PRKYF9T3,2024,5,3
U1L2PRKYF9T3,2025,4,3
U1MJXNAEZKD1,2022,1,1
U1MJXNAEZKD1,2023,1,1
U1MJXNAEZKD1,2024,1,1
U1MJXNAEZKD1,2025,1,1
U1TNJGPGNHA9,2024,1,1
U2GFDNG56JE8,2021,2,2
U2JMKHNS5TG4,2016,285,119
U2JMKHNS5TG4,2017,293,147
U2JMKHNS5TG4,2018,296,152
U2JMKHNS5TG4,2019,230,138
U2JMKHNS5TG4,2020,245,145
U2JMKHNS5TG4,2021,263,141
U2JMKHNS5TG4,2022,225,150
U2JMKHNS5TG4,2023,260,159
U2JMKHNS5TG4,2024,267,161
U2JMKHNS5TG4,2025,279,119
U2LMFGLFDBU5,2018,1,1
U2LMFGLFDBU5,2021,2,1
U2LMFGLFDBU5,2022,1,1
U2LMFGLFDBU5,2023,2,1
U3JSXNNZLP57,2020,2,1
U3JSXNNZLP57,2022,2,1
U3JSXNNZLP57,2023,1,1
U3JSXNNZLP57,2024,1,1
U3JSXNNZLP57,2025,2,1
U3NKNFLNQ613,2016,144,57
U3NKNFLNQ613,2017,155,62
U3NKNFLNQ613,2018,184,79
U3NKNFLNQ613,2019,148,74
U3NKNFLNQ613,2020,144,74
U3NKNFLNQ613,2021,190,95
U3NKNFLNQ613,2022,236,116
U3NKNFLNQ613,2023,204,104
U3NKNFLNQ613,2024,246,102
U3NKNFLNQ613,2025,277,129
U3NVH931QJJ3,2016,150,66
U3NVH931QJJ3,2017,180,70
U3NVH931QJJ3,2018,197,78
U3NVH931QJJ3,2019,172,91
U3NVH931QJJ3,2020,263,113
U3NVH931QJJ3,2021,246,117
U3NVH931QJJ3,2022,242,121
U3NVH931QJJ3,2023,267,129
U3NVH931QJJ3,2024,267,141
U3NVH931QJJ3,2025,268,147
U3YHM5TMMCZ9,2017,1,1
U3YHM5TMMCZ9,2018,3,4
U3YHM5TMMCZ9,2021,2,3
U3YHM5TMMCZ9,2022,2,3
U3YHM5TMMCZ9,2024,1,2
U3YHM5TMMCZ9,2025,1,1
U3ZFA57417D4,2016,4,1
U3ZFA57417D4,2017,3,3
U3ZFA57417D4,2018,3,2
U3ZFA57417D4,2019,1,1
U3ZFA57417D4,2020,5,4
U3ZFA57417D4,2021,2,2
U3ZFA57417D4,2022,3,2
U3ZFA57417D4,2023,2,2
U3ZFA57417D4,2024,4,3
U3ZFA57417D4,2025,10,5
U44ZMVYU52U6,2016,135,35
U44ZMVYU52U6,2017,101,39
U44ZMVYU52U6,2018,99,44
U44ZMVYU52U6,2019,83,47
U44ZMVYU52U6,2020,97,50
U44ZMVYU52U6,2021,67,43
U44ZMVYU52U6,2022,68,52
U44ZMVYU52U6,2023,67,43
U44ZMVYU52U6,2024,58,47
U44ZMVYU52U6,2025,71,49
U46RJM97ML83,2016,47,7
U46RJM97ML83,2017,46,8
U46RJM97ML83,2018,35,6
U46RJM97ML83,2019,57,10
U46RJM97ML83,2020,33,9
U46RJM97ML83,2021,42,10
U46RJM97ML83,2022,39,10
U46RJM97ML83,2023,26,10
U46RJM97ML83,2024,38,12
U46RJM97ML83,2025,39,14
U48CHEQC2HD5,2021,1,1
U48CHEQC2HD5,2023,1,1
U4LEMWXKEJY6,2017,1,1
U4LEMWXKEJY6,2018,1,1
U4LEMWXKEJY6,2020,3,1
U4LEMWXKEJY6,2021,4,1
U4LEMWXKEJY6,2022,5,1
U4LEMWXKEJY6,2023,1,1
U4LEMWXKEJY6,2024,2,1
U4LEMWXKEJY6,2025,1,1
U4RAHVD6K3D8,2016,2,2
U4RAHVD6K3D8,2017,2,3
U4RAHVD6K3D8,2018,2,2
U4SCDG6B6NM8,2016,1,1
U4SCDG6B6NM8,2017,2,1
U4SCDG6B6NM8,2018,4,4
U4SCDG6B6NM8,2019,5,2
U4SCDG6B6NM8,2020,1,1
U4SCDG6B6NM8,2021,2,2
U4SCDG6B6NM8,2022,5,3
U4SCDG6B6NM8,2023,2,3
U4SCDG6B6NM8,2024,6,4
U4SCDG6B6NM8,2025,2,2
U4YMUH7HZ6X5,2022,1,1
U4YMUH7HZ6X5,2025,1,1
U5GMACGETKJ1,2017,1,1
U5GMACGETKJ1,2018,3,2
U5GMACGETKJ1,2019,3,2
U5GMACGETKJ1,2020,3,2
U5GMACGETKJ1,2021,5,2
U5GMACGETKJ1,2022,6,2
U5GMACGETKJ1,2023,4,2
U5GMACGETKJ1,2024,2,1
U5GMACGETKJ1,2025,1,1
U5MMBAC9XAM5,2023,1,1
U5MMBAC9XAM5,2024,1,1
U5MRJDKCL1D7,2017,2,1
U5MRJDKCL1D7,2018,3,1
U5MRJDKCL1D7,2019,1,1
U5MRJDKCL1D7,2020,1,1
U5N4FTKYGVR4,2016,1,1
U5N4FTKYGVR4,2021,1,1
U5N4FTKYGVR4,2024,1,1
U5WBFKEBLMX3,2016,80,26
U5WBFKEBLMX3,2017,61,24
U5WBFKEBLMX3,2018,65,28
U5WBFKEBLMX3,2019,58,26
U5WBFKEBLMX3,2020,88,33
U5WBFKEBLMX3,2021,70,36
U5WBFKEBLMX3,2022,85,42
U5WBFKEBLMX3,2023,64,30
U5WBFKEBLMX3,2024,80,35
U5WBFKEBLMX3,2025,62,35
U6CKP43FKKE7,2017,1,1
U6CKP43FKKE7,2020,1,1
U6CKP43FKKE7,2022,4,2
U6KWJVLD1NU5,2020,12,1
U6KWJVLD1NU5,2021,11,1
U6KWJVLD1NU5,2022,5,1
U6QPDNXH49L5,2023,2,1
U6YNGSXP2DJ4,2025,1,1
U794NBT277H3,2022,1,1
U794NBT277H3,2023,1,1
U794NBT277H3,2024,1,1
U794NBT277H3,2025,3,1
U7LTK2STCS59,2016,6,1
U7LTK2STCS59,2017,7,1
U7LTK2STCS59,2018,7,1
U7LTK2STCS59,2019,8,1
U7LTK2STCS59,2020,11,1
U7LTK2STCS59,2021,9,1
U7LTK2STCS59,2022,3,1
U7LTK2STCS59,2023,2,1
U7LTK2STCS59,2024,4,1
U7LTK2STCS59,2025,2,1
U7UTK8MKEXB1,2018,3,1
U7UTK8MKEXB1,2022,1,1
U8HJKRULEFH8,2021,1,1
U8QUQGMLSM17,2024,1,1
U8QUQGMLSM17,2025,1,1
U93NDFLVGKL3,2023,1,1
U93NDFLVGKL3,2024,1,1
U93NDFLVGKL3,2025,3,1
U9EDNSCHTBE7,2016,39,15
U9EDNSCHTBE7,2017,51,21
U9EDNSCHTBE7,2018,34,21
U9EDNSCHTBE7,2019,30,17
U9EDNSCHTBE7,2020,32,22
U9EDNSCHTBE7,2021,34,21
U9EDNSCHTBE7,2022,43,23
U9EDNSCHTBE7,2023,43,22
U9EDNSCHTBE7,2024,34,17
U9EDNSCHTBE7,2025,23,15
U9FRT7W4SZ34,2024,1,1
U9FRT7W4SZ34,2025,1,1
U9JCYEXFEEU4,2016,21,5
U9JCYEXFEEU4,2017,22,6
U9JCYEXFEEU4,2018,8,6
U9JCYEXFEEU4,2019,24,6
U9JCYEXFEEU4,2020,5,3
U9JCYEXFEEU4,2021,6,2
U9JCYEXFEEU4,2022,15,6
U9JCYEXFEEU4,2023,4,3
U9JCYEXFEEU4,2024,6,4
U9JCYEXFEEU4,2025,4,3
U9L9MKFL75D7,2024,1,1
UA9TWMEXZGE3,2022,1,1
UAAHHRVNWS95,2017,1,1
UAAHHRVNWS95,2018,1,1
UAAHHRVNWS95,2019,1,1
UAAHHRVNWS95,2022,1,1
UABYUNKMZSU1,2019,1,1
UABYUNKMZSU1,2024,1,1
UALMADRE9GM5,2017,1,1
UALMADRE9GM5,2021,1,1
UAQRBA244HM7,2025,2,1
UBAQQG2FK4S3,2020,3,2
UBAQQG2FK4S3,2021,1,1
UBAQQG2FK4S3,2022,3,1
UBAQQG2FK4S3,2023,4,2
UBAQQG2FK4S3,2024,3,2
UBAQQG2FK4S3,2025,1,1
UBXPYE6HUL84,2023,3,1
UBXPYE6HUL84,2024,3,1
UBXPYE6HUL84,2025,4,1
UC4EFLZHANH4,2020,1,1
UC4EFLZHANH4,2024,1,1
UC4EFLZHANH4,2025,2,2
UD14C86YPN55,2017,1,1
UD14C86YPN55,2018,2,1
UD14C86YPN55,2019,3,1
UD14C86YPN55,2020,1,1
UD14C86YPN55,2021,1,1
UD14C86YPN55,2022,1,1
UD14C86YPN55,2023,2,1
UD14C86YPN55,2024,1,1
UD4RRRFL7RV6,2021,1,1
UD6XW8DAGLK6,2018,1,1
UDDNE26Q4JH1,2016,1,1
UDDNE26Q4JH1,2017,1,1
UDDNE26Q4JH1,2019,1,1
UDDNE26Q4JH1,2022,2,1
UDDNE26Q4JH1,2023,1,1
UDDNE26Q4JH1,2025,5,1
UDH4NQY5CJU6,2024,1,1
UE4QJ1DZKAZ9,2021,1,1
UE5KCLMVSHU1,2016,8,2
UE5KCLMVSHU1,2017,8,2
UE5KCLMVSHU1,2018,13,5
UE5KCLMVSHU1,2019,6,2
UE5KCLMVSHU1,2020,9,6
UE5KCLMVSHU1,2021,11,10
UE5KCLMVSHU1,2022,24,15
UE5KCLMVSHU1,2023,29,18
UE5KCLMVSHU1,2024,29,19
UE5KCLMVSHU1,2025,20,18
UEN4RJGPDNR4,2016,10,1
UEN4RJGPDNR4,2017,5,1
UEN4RJGPDNR4,2018,2,2
UEN4RJGPDNR4,2020,1,1
UEN4RJGPDNR4,2021,1,1
UEN4RJGPDNR4,2024,1,1
UETLXV8NG8F4,2021,1,1
UETLXV8NG8F4,2022,5,1
UETLXV8NG8F4,2023,2,1
UETLXV8NG8F4,2024,1,1
UEZ1NQZ388J6,2023,1,1
UEZ1NQZ388J6,2025,1,1
UF3LV6W2W6K9,2016,5,1
UF3LV6W2W6K9,2017,4,1
UF3LV6W2W6K9,2018,9,1
UF3LV6W2W6K9,2019,3,1
UF3LV6W2W6K9,2020,4,2
UF3LV6W2W6K9,2021,6,4
UF3LV6W2W6K9,2022,15,5
UF3LV6W2W6K9,2023,21,6
UF3LV6W2W6K9,2024,13,6
UF3LV6W2W6K9,2025,6,1
UFJ8JM4CXU22,2018,5,2
UFJ8JM4CXU22,2019,1,3
UFJ8JM4CXU22,2020,4,3
UFJ8JM4CXU22,2021,2,1
UFJ8JM4CXU22,2023,1,3
UFJTL7QKSXH1,2025,1,1
UGMEBNM4WSL6,2016,2,1
UGMEBNM4WSL6,2017,5,6
UGMEBNM4WSL6,2018,6,3
UGMEBNM4WSL6,2019,3,6
UGMEBNM4WSL6,2020,3,3
UGMEBNM4WSL6,2022,2,2
UGMEBNM4WSL6,2024,1,1
UH42JHPJABK1,2019,1,1
UHKMAAYPA486,2019,1,1
UHKMAAYPA486,2020,2,1
UHKMAAYPA486,2021,2,1
UHKMAAYPA486,2023,2,1
UHRAL6NTQ649,2025,1,1
UHSSK72NUR11,2023,1,2
UJEMT86834H8,2017,1,1
UJEMT86834H8,2018,2,2
UJEMT86834H8,2019,2,2
UJEMT86834H8,2020,1,2
UJEMT86834H8,2021,1,2
UJEMT86834H8,2022,1,1
UJEMT86834H8,2023,2,2
UJEMT86834H8,2024,1,1
UJEMT86834H8,2025,1,1
UJEXGL9PNA97,2017,2,1
UJEXGL9PNA97,2018,1,1
UJEXGL9PNA97,2020,2,1
UJEXGL9PNA97,2021,2,2
UJEXGL9PNA97,2022,1,1
UJEXGL9PNA97,2023,1,1
UJEXGL9PNA97,2024,1,1
UJEXGL9PNA97,2025,1,1
UJGNPDP2ETM3,2016,2,2
UJGNPDP2ETM3,2017,4,2
UJGNPDP2ETM3,2018,9,5
UJGNPDP2ETM3,2019,6,3
UJGNPDP2ETM3,2020,3,2
UJGNPDP2ETM3,2021,9,4
UJGNPDP2ETM3,2022,4,4
UJGNPDP2ETM3,2023,11,7
UJGNPDP2ETM3,2024,11,9
UJGNPDP2ETM3,2025,12,7
UJURM4H1F6W6,2025,1,1
UK5GQC1GVNZ4,2019,2,2
UK5GQC1GVNZ4,2020,1,1
UK5GQC1GVNZ4,2023,2,1
UK5GQC1GVNZ4,2024,1,1
UK5GQC1GVNZ4,2025,1,1
UKDFFURQW5Z1,2019,1,1
UKDFFURQW5Z1,2022,1,1
UKDFFURQW5Z1,2023,1,1
UKL4W7SPH459,2019,1,1
UKL4W7SPH459,2020,1,2
UKL4W7SPH459,2021,2,2
UKL4W7SPH459,2022,1,1
UKL4W7SPH459,2023,2,3
UKL4W7SPH459,2025,1,2
UKLRCJ4QPJH5,2018,2,1
UKLRCJ4QPJH5,2019,1,1
UKLRCJ4QPJH5,2021,2,1
UKLRCJ4QPJH5,2022,1,2
UKLRCJ4QPJH5,2023,2,2
UKLRCJ4QPJH5,2024,3,2
UKLRCJ4QPJH5,2025,7,1
UKRDGUS65AU9,2021,2,1
UKRDGUS65AU9,2022,3,1
UKRDGUS65AU9,2023,1,1
UKRDGUS65AU9,2024,1,1
UKUZXHVRNCU6,2021,1,1
ULB2NMDNXC69,2016,1,1
ULB2NMDNXC69,2018,1,1
ULB2NMDNXC69,2019,1,1
ULB2NMDNXC69,2022,1,2
ULB2NMDNXC69,2023,1,1
ULB2NMDNXC69,2025,1,1
ULBJY4YK9ZX8,2016,4,1
ULBJY4YK9ZX8,2017,6,2
ULBJY4YK9ZX8,2018,5,2
ULBJY4YK9ZX8,2019,5,3
ULBJY4YK9ZX8,2020,11,2
ULBJY4YK9ZX8,2021,9,3
ULBJY4YK9ZX8,2022,7,2
ULBJY4YK9ZX8,2023,7,1
ULBJY4YK9ZX8,2024,9,1
ULBJY4YK9ZX8,2025,7,1
ULJQN58W9427,2019,1,1
ULJQN58W9427,2021,2,1
ULMJJBL7ZXX3,2016,91,23
ULMJJBL7ZXX3,2017,119,26
ULMJJBL7ZXX3,2018,120,37
ULMJJBL7ZXX3,2019,111,32
ULMJJBL7ZXX3,2020,164,45
ULMJJBL7ZXX3,2021,125,42
ULMJJBL7ZXX3,2022,132,46
ULMJJBL7ZXX3,2023,132,45
ULMJJBL7ZXX3,2024,177,69
ULMJJBL7ZXX3,2025,192,61
UMBLB77JJH57,2025,2,2
UMN5N6TC1LA3,2025,1,2
UMNQJC93JWQ1,2025,1,1
UMVJF4TJC2S6,2021,1,1
UMY9RGUMC775,2016,1,1
UMY9RGUMC775,2017,1,1
UMZ5JXEGW6M4,2021,1,1
UMZ5JXEGW6M4,2023,1,1
UN47T2LDC9X3,2016,1,1
UN47T2LDC9X3,2017,1,1
UN6JWBW8FPS5,2016,1,1
UNBDQ9UFGJJ6,2024,1,1
UNCHLL3LATK7,2023,2,1
UNLZML1XMU98,2021,1,1
UNLZML1XMU98,2022,2,1
UNLZML1XMU98,2024,1,1
UNLZML1XMU98,2025,2,2
UNUFSNRABMM5,2022,1,3
UNUFSNRABMM5,2024,2,3
UNUFSNRABMM5,2025,1,1
UNVDZNFA8R29,2016,1081,160
UNVDZNFA8R29,2017,1033,188
UNVDZNFA8R29,2018,1043,220
UNVDZNFA8R29,2019,1003,220
UNVDZNFA8R29,2020,1179,246
UNVDZNFA8R29,2021,1210,236
UNVDZNFA8R29,2022,1088,259
UNVDZNFA8R29,2023,1109,259
UNVDZNFA8R29,2024,958,247
UNVDZNFA8R29,2025,907,259
UP9BGM1JEM81,2022,1,1
UP9BGM1JEM81,2024,1,1
UP9BGM1JEM81,2025,1,1
UPF8J59ECZL7,2017,1,1
UPF8J59ECZL7,2019,1,1
UPF8J59ECZL7,2020,1,1
UPF8J59ECZL7,2021,1,1
UPKXGEA9AKT6,2016,1,1
UPKXGEA9AKT6,2017,1,1
UPKXGEA9AKT6,2018,1,1
UQ8FJSDQQQF6,2023,1,1
UQ8FJSDQQQF6,2025,2,2
UQYZXW3JWQD5,2018,1,1
UQYZXW3JWQD5,2019,1,1
UQYZXW3JWQD5,2021,1,1
UR1QSML7L1S5,2020,1,1
URG9TC2GBJD8,2019,1,1
URG9TC2GBJD8,2020,2,1
URG9TC2GBJD8,2021,4,1
URG9TC2GBJD8,2022,2,1
URG9TC2GBJD8,2023,4,1
URVKGZVFL8X5,2021,1,1
URVKGZVFL8X5,2022,1,1
URVKGZVFL8X5,2023,1,2
URVKGZVFL8X5,2024,4,2
URVKGZVFL8X5,2025,2,1
US1ECQXUDK35,2023,1,1
US1ECQXUDK35,2024,1,1
US1ECQXUDK35,2025,2,1
USCME5Z4GVN7,2024,1,1
USCME5Z4GVN7,2025,1,1
USWTE8MPR7H1,2022,1,1
UT42Z96HESD5,2025,1,1
UTAMLNZJPRA6,2018,1,1
UTAMLNZJPRA6,2019,1,1
UTMSA5FXSF65,2019,2,1
UTMSA5FXSF65,2020,1,1
UTXFNMYFB536,2020,1,1
UTXFNMYFB536,2022,4,1
UTXFNMYFB536,2023,3,1
UTXFNMYFB536,2024,2,2
UTXFNMYFB536,2025,3,1
UUKPRGLSK826,2020,2,1
UUKPRGLSK826,2021,1,1
UUUDTDHGF7H3,2023,1,1
UUUMQVGJNNX1,2016,119,35
UUUMQVGJNNX1,2017,130,44
UUUMQVGJNNX1,2018,144,38
UUUMQVGJNNX1,2019,117,45
UUUMQVGJNNX1,2020,123,42
UUUMQVGJNNX1,2021,116,44
UUUMQVGJNNX1,2022,119,51
UUUMQVGJNNX1,2023,111,41
UUUMQVGJNNX1,2024,71,42
UUUMQVGJNNX1,2025,83,43
UUWUXL8LS669,2016,1,1
UUWUXL8LS669,2017,1,1
UV2SRBX4N557,2019,1,1
UWDCK41CDGV4,2017,1,1
UWDCK41CDGV4,2021,1,1
UWLXYBUHG975,2017,1,2
UWLXYBUHG975,2025,2,4
UWNDWLEKHJC5,2025,1,1
UWNWSADJYYZ3,2018,3,4
UWNWSADJYYZ3,2019,2,3
UWNWSADJYYZ3,2020,4,6
UWNWSADJYYZ3,2021,10,12
UWNWSADJYYZ3,2022,4,4
UWNWSADJYYZ3,2023,8,11
UWNWSADJYYZ3,2024,9,14
UWNWSADJYYZ3,2025,8,10
UX4CNQ22L1A4,2021,1,1
UX4CNQ22L1A4,2022,1,1
UYB4K2ZUBD18,2019,1,1
UYB4K2ZUBD18,2020,1,1
UYB4K2ZUBD18,2021,1,1
UYB4K2ZUBD18,2022,1,1
UYB4K2ZUBD18,2023,2,1
UYB4K2ZUBD18,2024,2,2
UYB4K2ZUBD18,2025,1,1
UYL3F1M5BGK7,2021,1,1
UYLKBRENAPG5,2016,84,47
UYLKBRENAPG5,2017,97,36
UYLKBRENAPG5,2018,120,50
UYLKBRENAPG5,2019,88,43
UYLKBRENAPG5,2020,113,51
UYLKBRENAPG5,2021,87,49
UYLKBRENAPG5,2022,72,41
UYLKBRENAPG5,2023,102,55
UYLKBRENAPG5,2024,95,53
UYLKBRENAPG5,2025,87,49
UYTTZT6G9DT1,2016,2543,812
UYTTZT6G9DT1,2017,2430,963
UYTTZT6G9DT1,2018,2446,1014
UYTTZT6G9DT1,2019,2354,1102
UYTTZT6G9DT1,2020,2797,1216
UYTTZT6G9DT1,2021,2826,1268
UYTTZT6G9DT1,2022,2806,1293
UYTTZT6G9DT1,2023,2937,1382
UYTTZT6G9DT1,2024,2920,1303
UYTTZT6G9DT1,2025,3033,1343
UZEBKRA1N3N4,2020,1,1
UZEBKRA1N3N4,2022,1,1
UZEBKRA1N3N4,2025,1,1
V17JAHQF87A1,2016,6,3
V17JAHQF87A1,2017,5,3
V17JAHQF87A1,2018,1,2
V17JAHQF87A1,2019,1,1
V17JAHQF87A1,2020,2,1
V17JAHQF87A1,2021,3,2
V17JAHQF87A1,2022,1,1
V17JAHQF87A1,2023,1,1
V17JAHQF87A1,2024,1,1
V17JAHQF87A1,2025,1,2
V1WUYJCYJVJ4,2016,4,3
V1WUYJCYJVJ4,2017,7,4
V1WUYJCYJVJ4,2018,7,2
V1WUYJCYJVJ4,2019,2,1
V1WUYJCYJVJ4,2020,9,5
V1WUYJCYJVJ4,2021,4,4
V1WUYJCYJVJ4,2022,6,6
V1WUYJCYJVJ4,2023,5,9
V1WUYJCYJVJ4,2024,14,10
V1WUYJCYJVJ4,2025,25,11
V29SWGG4MQ64,2021,1,1
V29SWGG4MQ64,2023,2,1
V2KQH21BGKY5,2022,1,2
V2KQH21BGKY5,2025,1,3
V2QJESMXQN25,2022,1,1
V2QJESMXQN25,2023,1,1
V2QJESMXQN25,2024,1,1
V2QJESMXQN25,2025,3,1
V3F2YK3A3FT9,2018,1,1
V3KCP1HNFM33,2016,1,1
V3KCP1HNFM33,2017,2,1
V3KCP1HNFM33,2020,2,1
V3KCP1HNFM33,2022,2,2
V3KCP1HNFM33,2025,2,2
V42PXSKGYXJ5,2022,1,1
V42PXSKGYXJ5,2025,1,1
V4D1VDNDHYM3,2016,2,1
V4D1VDNDHYM3,2018,3,1
V4D1VDNDHYM3,2019,3,2
V4D1VDNDHYM3,2020,4,2
V4D1VDNDHYM3,2021,2,1
V4G4YSZ3NSK5,2016,2,1
V4G4YSZ3NSK5,2019,1,1
V4KBZRPUGXD9,2024,1,1
V4WWG1MLYNY5,2018,1,1
V4WWG1MLYNY5,2019,1,1
V56LELUJDMV5,2018,1,1
V56VBALC5ZK9,2022,1,1
V59YCD2658T4,2016,4,4
V59YCD2658T4,2017,4,4
V59YCD2658T4,2018,4,2
V59YCD2658T4,2019,4,3
V59YCD2658T4,2020,3,2
V59YCD2658T4,2021,2,2
V59YCD2658T4,2022,5,2
V59YCD2658T4,2023,2,2
V59YCD2658T4,2025,2,1
V5D6CC6CVHJ7,2017,2,2
V5D6CC6CVHJ7,2019,1,1
V5D6CC6CVHJ7,2021,3,2
V5D6CC6CVHJ7,2022,3,1
V5D6CC6CVHJ7,2023,1,1
V5D6CC6CVHJ7,2024,1,1
V5LLVC627U34,2016,35,16
V5LLVC627U34,2017,41,23
V5LLVC627U34,2018,37,27
V5LLVC627U34,2019,25,23
V5LLVC627U34,2020,41,31
V5LLVC627U34,2021,34,28
V5LLVC627U34,2022,38,29
V5LLVC627U34,2023,19,22
V5LLVC627U34,2024,33,28
V5LLVC627U34,2025,25,33
V5T3JYKJJ7D1,2019,1,1
V5T3JYKJJ7D1,2023,1,1
V5YMFNFBJTE3,2017,2,1
V5YMFNFBJTE3,2018,3,1
V5YMFNFBJTE3,2019,2,2
V62NC51F7YV1,2018,2,1
V62NC51F7YV1,2019,4,1
V62NC51F7YV1,2020,4,1
V62NC51F7YV1,2021,2,2
V62NC51F7YV1,2022,6,4
V62NC51F7YV1,2023,9,4
V62NC51F7YV1,2024,6,3
V62NC51F7YV1,2025,6,3
V6AFQPN18437,2016,620,216
V6AFQPN18437,2017,605,246
V6AFQPN18437,2018,674,293
V6AFQPN18437,2019,647,309
V6AFQPN18437,2020,694,337
V6AFQPN18437,2021,746,352
V6AFQPN18437,2022,731,350
V6AFQPN18437,2023,780,358
V6AFQPN18437,2024,747,384
V6AFQPN18437,2025,791,366
V6ALNRL9HLL8,2016,1,1
V6ALNRL9HLL8,2017,4,1
V6ALNRL9HLL8,2018,5,1
V6ALNRL9HLL8,2019,2,1
V6ALNRL9HLL8,2022,1,1
V6EQM9ABEM89,2016,4,4
V6EQM9ABEM89,2017,2,2
V6EQM9ABEM89,2018,3,3
V6EQM9ABEM89,2019,4,4
V6EQM9ABEM89,2020,4,3
V6EQM9ABEM89,2021,5,5
V6EQM9ABEM89,2022,3,5
V6EQM9ABEM89,2023,2,2
V6EQM9ABEM89,2024,5,3
V6EQM9ABEM89,2025,1,1
V6S1GT51XD56,2017,3,3
V6S1GT51XD56,2018,4,3
V6S1GT51XD56,2019,8,3
V6S1GT51XD56,2020,3,3
V6S1GT51XD56,2021,4,3
V6S1GT51XD56,2022,4,3
V6S1GT51XD56,2024,9,3
V6S1GT51XD56,2025,4,2
V6SXZL55NMZ9,2020,1,1
V6SXZL55NMZ9,2023,3,2
V6SXZL55NMZ9,2024,2,1
V6WTL4T5FFJ3,2016,13,6
V6WTL4T5FFJ3,2017,10,5
V6WTL4T5FFJ3,2018,12,6
V6WTL4T5FFJ3,2019,16,9
V6WTL4T5FFJ3,2020,7,8
V6WTL4T5FFJ3,2021,14,6
V6WTL4T5FFJ3,2022,10,9
V6WTL4T5FFJ3,2023,9,5
V6WTL4T5FFJ3,2024,15,11
V6WTL4T5FFJ3,2025,16,8
V7M5KUNK9LY7,2021,1,2
V7N9LBMKHN26,2023,1,1
V82LMZDHM9G9,2016,1,1
V82LMZDHM9G9,2017,1,1
V82LMZDHM9G9,2019,1,1
V8KZWL8C6GH4,2025,1,1
V8LXTLSHZH49,2024,2,1
V8LXTLSHZH49,2025,2,1
V913TCT2SFZ9,2016,40,29
V913TCT2SFZ9,2017,37,31
V913TCT2SFZ9,2018,33,31
V913TCT2SFZ9,2019,44,31
V913TCT2SFZ9,2020,58,34
V913TCT2SFZ9,2021,59,38
V913TCT2SFZ9,2022,43,24
V913TCT2SFZ9,2023,61,31
V913TCT2SFZ9,2024,39,27
V913TCT2SFZ9,2025,44,25
VA5JXLCJHDK7,2023,1,1
VAFZDM3KL794,2016,3,3
VAFZDM3KL794,2017,8,4
VAFZDM3KL794,2018,10,5
VAFZDM3KL794,2019,5,4
VAFZDM3KL794,2020,8,3
VAFZDM3KL794,2021,7,3
VAFZDM3KL794,2022,6,4
VAFZDM3KL794,2023,3,1
VAFZDM3KL794,2024,4,2
VAFZDM3KL794,2025,3,2
VARNNPGYAVK9,2020,1,1
VBVFBN15BTB6,2017,1,1
VBVFBN15BTB6,2018,9,1
VBVFBN15BTB6,2019,4,1
VBVFBN15BTB6,2020,4,1
VBVFBN15BTB6,2021,5,1
VBVFBN15BTB6,2024,2,1
VBVFBN15BTB6,2025,2,1
VBXLD6X8ZJB4,2024,3,2
VBYKVYLJT8Q3,2016,8,2
VBYKVYLJT8Q3,2017,17,2
VBYKVYLJT8Q3,2018,8,2
VBYKVYLJT8Q3,2019,22,2
VBYKVYLJT8Q3,2020,15,2
VBYKVYLJT8Q3,2021,17,2
