uei,field_name,domain_name,share
G1THVER8BNL4,Earth and Planetary Sciences,Physical Sciences,0.0056264
G1THVER8BNL4,Materials Science,Physical Sciences,0.0030262
G1THVER8BNL4,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,0.0029371
G389MFAYJNG9,Social Sciences,Social Sciences,0.07736070000000002
G389MFAYJNG9,Physics and Astronomy,Physical Sciences,0.0323769
G389MFAYJNG9,Arts and Humanities,Social Sciences,0.0312521
G389MFAYJNG9,Medicine,Health Sciences,0.0205928
G389MFAYJNG9,Decision Sciences,Social Sciences,0.005814
G389MFAYJNG9,Engineering,Physical Sciences,0.0054258
G389MFAYJNG9,Psychology,Social Sciences,0.0053926
G389MFAYJNG9,Neuroscience,Life Sciences,0.0051365
G389MFAYJNG9,Health Professions,Health Sciences,0.0045791
G47WN1XZNWX9,Psychology,Social Sciences,0.0403619
G47WN1XZNWX9,Social Sciences,Social Sciences,0.0207156
G47WN1XZNWX9,Arts and Humanities,Social Sciences,0.0146269
G47WN1XZNWX9,Mathematics,Physical Sciences,0.0077253
G47WN1XZNWX9,Materials Science,Physical Sciences,0.0058012
G47WN1XZNWX9,Engineering,Physical Sciences,0.0056104
G47WN1XZNWX9,Chemical Engineering,Physical Sciences,0.0049842
G47WN1XZNWX9,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0046126
G47WN1XZNWX9,Environmental Science,Physical Sciences,0.0041099
G47WN1XZNWX9,"Business, Management and Accounting",Social Sciences,0.0037928
G56PUALJ3KT5,Medicine,Health Sciences,0.12104619999999999
G56PUALJ3KT5,Physics and Astronomy,Physical Sciences,0.0784344
G56PUALJ3KT5,Agricultural and Biological Sciences,Life Sciences,0.0602979
G56PUALJ3KT5,Veterinary,Health Sciences,0.050921400000000006
G56PUALJ3KT5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0319746
G56PUALJ3KT5,"Business, Management and Accounting",Social Sciences,0.0281795
G56PUALJ3KT5,Decision Sciences,Social Sciences,0.0153286
G56PUALJ3KT5,Social Sciences,Social Sciences,0.0142732
G7MQPLSUX1L4,Medicine,Health Sciences,0.18426650000000006
G7MQPLSUX1L4,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0480673
G7MQPLSUX1L4,Health Professions,Health Sciences,0.0123374
G88KLJR3KYT5,Medicine,Health Sciences,0.0951782
G88KLJR3KYT5,Engineering,Physical Sciences,0.0372165
G88KLJR3KYT5,Social Sciences,Social Sciences,0.031193400000000003
G88KLJR3KYT5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0256039
G88KLJR3KYT5,Psychology,Social Sciences,0.0187883
G88KLJR3KYT5,Computer Science,Physical Sciences,0.0176382
G88KLJR3KYT5,Environmental Science,Physical Sciences,0.012288
G88KLJR3KYT5,Decision Sciences,Social Sciences,0.0103013
G88KLJR3KYT5,Neuroscience,Life Sciences,0.0094637
G9QBQDH39DF4,Physics and Astronomy,Physical Sciences,0.1636603
G9QBQDH39DF4,Materials Science,Physical Sciences,0.0243379
G9QBQDH39DF4,Engineering,Physical Sciences,0.023456200000000003
G9QBQDH39DF4,Environmental Science,Physical Sciences,0.0114046
G9QBQDH39DF4,Psychology,Social Sciences,0.0090388
G9QBQDH39DF4,Social Sciences,Social Sciences,0.0076964
GBNGC495XA67,Social Sciences,Social Sciences,0.0175919
GBNGC495XA67,Psychology,Social Sciences,0.0085648
GBNGC495XA67,Computer Science,Physical Sciences,0.0037153999999999998
GBNGC495XA67,Earth and Planetary Sciences,Physical Sciences,0.0025825
GBNGC495XA67,Arts and Humanities,Social Sciences,0.0025017
GBNGC495XA67,"Business, Management and Accounting",Social Sciences,0.0023232
GBNGC495XA67,Agricultural and Biological Sciences,Life Sciences,0.001408
GFKFBWG2TV98,Earth and Planetary Sciences,Physical Sciences,0.15647969999999997
GFKFBWG2TV98,Environmental Science,Physical Sciences,0.07302949999999998
GFKFBWG2TV98,Engineering,Physical Sciences,0.0118952
GKMSN3DA6P91,Engineering,Physical Sciences,0.0397332
GKMSN3DA6P91,Environmental Science,Physical Sciences,0.016659999999999998
GKMSN3DA6P91,Materials Science,Physical Sciences,0.008008000000000001
GKMSN3DA6P91,Earth and Planetary Sciences,Physical Sciences,0.0050944
GKMSN3DA6P91,Agricultural and Biological Sciences,Life Sciences,0.0049251
GKMSN3DA6P91,Chemical Engineering,Physical Sciences,0.0035644
GKMSN3DA6P91,Social Sciences,Social Sciences,0.0035556
GKMSN3DA6P91,Physics and Astronomy,Physical Sciences,0.0022438
GKPBCFV1QMM3,Medicine,Health Sciences,0.18026589999999998
GKPBCFV1QMM3,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.019602
GKPBCFV1QMM3,Neuroscience,Life Sciences,0.0093679
GKPBCFV1QMM3,Social Sciences,Social Sciences,0.0072977
GL8EKK2U5YE9,Social Sciences,Social Sciences,0.0012245000000000001
GL8EKK2U5YE9,Computer Science,Physical Sciences,0.0009575
GL8EKK2U5YE9,Psychology,Social Sciences,0.00024510000000000005
GL8EKK2U5YE9,Decision Sciences,Social Sciences,0.0001675
GL8EKK2U5YE9,Arts and Humanities,Social Sciences,8.099999999999999e-05
GL8EKK2U5YE9,"Business, Management and Accounting",Social Sciences,3.78e-05
GM1XX56LEP58,Medicine,Health Sciences,0.1737939
GM1XX56LEP58,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.066353
GM1XX56LEP58,Veterinary,Health Sciences,0.059463
GM1XX56LEP58,Social Sciences,Social Sciences,0.0310529
GM1XX56LEP58,"Economics, Econometrics and Finance",Social Sciences,0.027699500000000002
GM1XX56LEP58,Agricultural and Biological Sciences,Life Sciences,0.0195669
GM1XX56LEP58,Mathematics,Physical Sciences,0.0180842
GM1XX56LEP58,Neuroscience,Life Sciences,0.0146876
GM1XX56LEP58,"Business, Management and Accounting",Social Sciences,0.0137394
GM6EL1UH2L83,Earth and Planetary Sciences,Physical Sciences,0.0179016
GM6EL1UH2L83,Environmental Science,Physical Sciences,0.014105600000000003
GM6EL1UH2L83,Engineering,Physical Sciences,0.0028809
GM6EL1UH2L83,Agricultural and Biological Sciences,Life Sciences,0.0015548
GM6EL1UH2L83,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0012867
GMR5T8P487D7,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0049525
GMR5T8P487D7,Materials Science,Physical Sciences,0.0010081
GMR5T8P487D7,Immunology and Microbiology,Life Sciences,0.0005255
GMR5T8P487D7,Energy,Physical Sciences,0.0002627
GMR5T8P487D7,Environmental Science,Physical Sciences,0.0002505
GMR5T8P487D7,Physics and Astronomy,Physical Sciences,0.0002368
GMR5T8P487D7,Chemistry,Physical Sciences,0.0002334
GNJ7BBP73WE9,Social Sciences,Social Sciences,0.2912072
GNJ7BBP73WE9,Medicine,Health Sciences,0.055545300000000006
GNJ7BBP73WE9,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0412175
GNJ7BBP73WE9,Engineering,Physical Sciences,0.0402902
GNJ7BBP73WE9,"Economics, Econometrics and Finance",Social Sciences,0.036062
GNJ7BBP73WE9,"Business, Management and Accounting",Social Sciences,0.0350684
GNJ7BBP73WE9,Veterinary,Health Sciences,0.0291424
GNJ7BBP73WE9,Chemistry,Physical Sciences,0.0232929
GNJ7BBP73WE9,Decision Sciences,Social Sciences,0.0219082
GNJ7BBP73WE9,Computer Science,Physical Sciences,0.0218595
GNJ7BBP73WE9,Agricultural and Biological Sciences,Life Sciences,0.0212029
GNJ7BBP73WE9,Physics and Astronomy,Physical Sciences,0.0191896
GNJ7BBP73WE9,Mathematics,Physical Sciences,0.0176159
GS3YEVSS12N6,Medicine,Health Sciences,0.0231188
GS3YEVSS12N6,Social Sciences,Social Sciences,0.020362900000000003
GS3YEVSS12N6,Psychology,Social Sciences,0.0041235
GS3YEVSS12N6,Physics and Astronomy,Physical Sciences,0.0024028
GS3YEVSS12N6,Engineering,Physical Sciences,0.00216
GS3YEVSS12N6,Neuroscience,Life Sciences,0.0021368
GS3YEVSS12N6,Arts and Humanities,Social Sciences,0.0018792
GS3YEVSS12N6,Health Professions,Health Sciences,0.0018601
GT28BRBA2Q49,"Economics, Econometrics and Finance",Social Sciences,0.4682569999999999
GT28BRBA2Q49,Social Sciences,Social Sciences,0.1245805
GT28BRBA2Q49,"Business, Management and Accounting",Social Sciences,0.0842735
GT28BRBA2Q49,Health Professions,Health Sciences,0.0208976
GTNBNWXJ12D5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.041858
GTNBNWXJ12D5,Medicine,Health Sciences,0.038345800000000006
GTNBNWXJ12D5,Social Sciences,Social Sciences,0.029220799999999998
GTNBNWXJ12D5,Psychology,Social Sciences,0.0265592
GTNBNWXJ12D5,Neuroscience,Life Sciences,0.026143899999999998
GTNBNWXJ12D5,Veterinary,Health Sciences,0.0206864
GTNBNWXJ12D5,Agricultural and Biological Sciences,Life Sciences,0.0151757
GTNBNWXJ12D5,Engineering,Physical Sciences,0.0124407
GTNBNWXJ12D5,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,0.0091527
GTNBNWXJ12D5,Decision Sciences,Social Sciences,0.0089123
GTNBNWXJ12D5,Mathematics,Physical Sciences,0.0087956
GTNBNWXJ12D5,"Economics, Econometrics and Finance",Social Sciences,0.0080804
GV31TMFLPY88,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0401988
GV31TMFLPY88,Agricultural and Biological Sciences,Life Sciences,0.0057841
GV31TMFLPY88,Neuroscience,Life Sciences,0.0046955
GV31TMFLPY88,Medicine,Health Sciences,0.004422199999999999
GY8NMUZQXVS7,Engineering,Physical Sciences,0.0523439
GY8NMUZQXVS7,Earth and Planetary Sciences,Physical Sciences,0.0362984
GY8NMUZQXVS7,Physics and Astronomy,Physical Sciences,0.0345257
GY8NMUZQXVS7,Environmental Science,Physical Sciences,0.0181664
GY8NMUZQXVS7,Social Sciences,Social Sciences,0.0134672
GY8NMUZQXVS7,Psychology,Social Sciences,0.0088186
GY8NMUZQXVS7,"Business, Management and Accounting",Social Sciences,0.0039652
GYLUH9UXHDX5,Medicine,Health Sciences,0.0858414
GYLUH9UXHDX5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.027597899999999998
GYLUH9UXHDX5,Health Professions,Health Sciences,0.0080836
GYLUH9UXHDX5,Social Sciences,Social Sciences,0.0078637
GYLUH9UXHDX5,Nursing,Health Sciences,0.0055399
GYLUH9UXHDX5,"Economics, Econometrics and Finance",Social Sciences,0.0046289
GYLUH9UXHDX5,Engineering,Physical Sciences,0.0045669
GZRNJ1GZDBM1,Social Sciences,Social Sciences,0.0003331
GZRNJ1GZDBM1,Engineering,Physical Sciences,0.00022980000000000003
GZRNJ1GZDBM1,Agricultural and Biological Sciences,Life Sciences,0.00015480000000000002
GZRNJ1GZDBM1,"Biochemistry, Genetics and Molecular Biology",Life Sciences,9.81e-05
GZRNJ1GZDBM1,Arts and Humanities,Social Sciences,9.58e-05
GZRNJ1GZDBM1,Computer Science,Physical Sciences,8.070000000000001e-05
GZRNJ1GZDBM1,Environmental Science,Physical Sciences,4.75e-05
GZRNJ1GZDBM1,Mathematics,Physical Sciences,4.12e-05
GZRNJ1GZDBM1,"Business, Management and Accounting",Social Sciences,3.11e-05
H1HYA8Z1NTM5,Medicine,Health Sciences,0.0498507
H1HYA8Z1NTM5,Agricultural and Biological Sciences,Life Sciences,0.0335503
H1HYA8Z1NTM5,Social Sciences,Social Sciences,0.0275379
H1HYA8Z1NTM5,Psychology,Social Sciences,0.0141434
H1HYA8Z1NTM5,Earth and Planetary Sciences,Physical Sciences,0.0129569
H1HYA8Z1NTM5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0123715
H1HYA8Z1NTM5,Environmental Science,Physical Sciences,0.0118997
H1HYA8Z1NTM5,Veterinary,Health Sciences,0.0111867
H1HYA8Z1NTM5,"Business, Management and Accounting",Social Sciences,0.0083793
H1HYA8Z1NTM5,Mathematics,Physical Sciences,0.0079259
H1HYA8Z1NTM5,Health Professions,Health Sciences,0.0069922
H1HYA8Z1NTM5,Engineering,Physical Sciences,0.0060733
H1TYS4PK8EC5,Neuroscience,Life Sciences,0.0074122
H1TYS4PK8EC5,Psychology,Social Sciences,0.0069033
H1TYS4PK8EC5,Social Sciences,Social Sciences,0.0031536999999999997
H1TYS4PK8EC5,Health Professions,Health Sciences,0.0022237000000000003
H1TYS4PK8EC5,Medicine,Health Sciences,0.0009435
H1TYS4PK8EC5,Computer Science,Physical Sciences,0.0005462
H1TYS4PK8EC5,Engineering,Physical Sciences,0.0004892
H1TYS4PK8EC5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0004155
H2BMNX7DSKU8,Agricultural and Biological Sciences,Life Sciences,0.0339215
H2BMNX7DSKU8,Environmental Science,Physical Sciences,0.0209125
H2BMNX7DSKU8,Psychology,Social Sciences,0.0201293
H2BMNX7DSKU8,Engineering,Physical Sciences,0.0198142
H2BMNX7DSKU8,Social Sciences,Social Sciences,0.0185156
H2BMNX7DSKU8,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0052409
H2BMNX7DSKU8,Physics and Astronomy,Physical Sciences,0.0052109
H2BMNX7DSKU8,"Business, Management and Accounting",Social Sciences,0.0046475
H4CAHK2RD945,Social Sciences,Social Sciences,0.0559489
H4CAHK2RD945,Psychology,Social Sciences,0.0069589000000000005
H4CAHK2RD945,Health Professions,Health Sciences,0.0066809999999999994
H4CAHK2RD945,Environmental Science,Physical Sciences,0.0040562
H4CAHK2RD945,Decision Sciences,Social Sciences,0.0039921
H4CAHK2RD945,Computer Science,Physical Sciences,0.0039733
H4CAHK2RD945,Agricultural and Biological Sciences,Life Sciences,0.00335
H4CAHK2RD945,Arts and Humanities,Social Sciences,0.0030944
H4CAHK2RD945,Engineering,Physical Sciences,0.0029058
H4VNDUN2VWU5,Social Sciences,Social Sciences,0.1061088
H4VNDUN2VWU5,"Business, Management and Accounting",Social Sciences,0.0208406
H4VNDUN2VWU5,"Economics, Econometrics and Finance",Social Sciences,0.0055241
H4VNDUN2VWU5,Environmental Science,Physical Sciences,0.0043798
H58TR2D7DNE3,Medicine,Health Sciences,0.0036116000000000004
H58TR2D7DNE3,Psychology,Social Sciences,0.0010744
H58TR2D7DNE3,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0009709
H58TR2D7DNE3,Neuroscience,Life Sciences,0.0004762
H58TR2D7DNE3,Arts and Humanities,Social Sciences,0.000321
H58TR2D7DNE3,Veterinary,Health Sciences,0.0002962
H58TR2D7DNE3,Health Professions,Health Sciences,0.0002279
H59JKGFZKHL7,Medicine,Health Sciences,0.0327083
H59JKGFZKHL7,Social Sciences,Social Sciences,0.024118499999999998
H59JKGFZKHL7,Psychology,Social Sciences,0.0198929
H59JKGFZKHL7,Environmental Science,Physical Sciences,0.0059238
H59JKGFZKHL7,Neuroscience,Life Sciences,0.0043543
H59JKGFZKHL7,Arts and Humanities,Social Sciences,0.0033082
H59JKGFZKHL7,Health Professions,Health Sciences,0.0031779
H59JKGFZKHL7,Computer Science,Physical Sciences,0.0030893
H59JKGFZKHL7,Engineering,Physical Sciences,0.0029628
H5G9NWEFHXN4,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.1705905
H5G9NWEFHXN4,Social Sciences,Social Sciences,0.0075926
H5G9NWEFHXN4,Medicine,Health Sciences,0.007298799999999999
H5G9NWEFHXN4,Immunology and Microbiology,Life Sciences,0.0037038
H65GNDPBTRY7,Medicine,Health Sciences,0.0139287
H65GNDPBTRY7,Health Professions,Health Sciences,0.01133
H65GNDPBTRY7,"Economics, Econometrics and Finance",Social Sciences,0.0038773
H65GNDPBTRY7,Social Sciences,Social Sciences,0.0011464
H6D6JMXJXDE6,Medicine,Health Sciences,0.025322499999999998
H6D6JMXJXDE6,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.023014000000000003
H6D6JMXJXDE6,Dentistry,Health Sciences,0.0090384
H6D6JMXJXDE6,Psychology,Social Sciences,0.0042042
H6D6JMXJXDE6,Immunology and Microbiology,Life Sciences,0.0024482
H6D6JMXJXDE6,Neuroscience,Life Sciences,0.0023868
H6D6JMXJXDE6,Health Professions,Health Sciences,0.0019875
H6N1ZF5HJ2G3,Medicine,Health Sciences,0.1285367
H6N1ZF5HJ2G3,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0388788
H6N1ZF5HJ2G3,Immunology and Microbiology,Life Sciences,0.005541
HB6KNGVNJRU1,Physics and Astronomy,Physical Sciences,0.038719300000000005
HB6KNGVNJRU1,Engineering,Physical Sciences,0.0340706
HB6KNGVNJRU1,Environmental Science,Physical Sciences,0.006037300000000001
HB6KNGVNJRU1,Earth and Planetary Sciences,Physical Sciences,0.0058256
HB6KNGVNJRU1,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0030079
HB6KNGVNJRU1,Materials Science,Physical Sciences,0.0025425
HD1WMN6945W6,Medicine,Health Sciences,0.20067999999999997
HD1WMN6945W6,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0543264
HD1WMN6945W6,Immunology and Microbiology,Life Sciences,0.0433148
HD1WMN6945W6,Health Professions,Health Sciences,0.0356394
HD1WMN6945W6,Earth and Planetary Sciences,Physical Sciences,0.0351131
HD1WMN6945W6,Social Sciences,Social Sciences,0.0320403
HD1WMN6945W6,Environmental Science,Physical Sciences,0.030161
HD1WMN6945W6,Computer Science,Physical Sciences,0.0163495
HFT7XTHB6563,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.3848736
HFT7XTHB6563,Medicine,Health Sciences,0.2187899
HFT7XTHB6563,Materials Science,Physical Sciences,0.16704449999999998
HFT7XTHB6563,Engineering,Physical Sciences,0.0167773
HFT7XTHB6563,Chemistry,Physical Sciences,0.0112598
HFT7XTHB6563,Health Professions,Health Sciences,0.0100558
HFT7XTHB6563,Neuroscience,Life Sciences,0.0049827
HGAAKCE3A7P7,Social Sciences,Social Sciences,0.004072
HGAAKCE3A7P7,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0022259
HGAAKCE3A7P7,Medicine,Health Sciences,0.0017345
HGAAKCE3A7P7,Psychology,Social Sciences,0.0010821
HGAAKCE3A7P7,Computer Science,Physical Sciences,0.000698
HGAAKCE3A7P7,Environmental Science,Physical Sciences,0.000308
HH1NQ1B5MPV3,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0071706999999999995
HH1NQ1B5MPV3,Arts and Humanities,Social Sciences,0.0061595
HH1NQ1B5MPV3,Medicine,Health Sciences,0.0050462
HH1NQ1B5MPV3,Health Professions,Health Sciences,0.0025904
HH1NQ1B5MPV3,Agricultural and Biological Sciences,Life Sciences,0.0025553
HH1NQ1B5MPV3,Social Sciences,Social Sciences,0.0018574
HH1NQ1B5MPV3,Mathematics,Physical Sciences,0.0010925
HH1NQ1B5MPV3,Neuroscience,Life Sciences,0.0008111
HJD6G4D6TJY5,Medicine,Health Sciences,0.06979
HJD6G4D6TJY5,Social Sciences,Social Sciences,0.0663073
HJD6G4D6TJY5,Decision Sciences,Social Sciences,0.053762399999999995
HJD6G4D6TJY5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0536091
HJD6G4D6TJY5,Computer Science,Physical Sciences,0.0463335
HJD6G4D6TJY5,Neuroscience,Life Sciences,0.0311831
HJD6G4D6TJY5,Mathematics,Physical Sciences,0.0309675
HJD6G4D6TJY5,Physics and Astronomy,Physical Sciences,0.0173164
HJD6G4D6TJY5,"Economics, Econometrics and Finance",Social Sciences,0.0163111
HJD6G4D6TJY5,Psychology,Social Sciences,0.0147127
HJD6G4D6TJY5,Immunology and Microbiology,Life Sciences,0.0145337
HJMKEF7EJW69,Medicine,Health Sciences,0.0810134
HJMKEF7EJW69,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0443906
HJMKEF7EJW69,Neuroscience,Life Sciences,0.0334998
HJMKEF7EJW69,Materials Science,Physical Sciences,0.0122645
HJMKEF7EJW69,Immunology and Microbiology,Life Sciences,0.0066003
HJMKEF7EJW69,Engineering,Physical Sciences,0.0065675
HJMKEF7EJW69,Social Sciences,Social Sciences,0.0061556
HJNQME41NBU4,Engineering,Physical Sciences,0.027019799999999993
HJNQME41NBU4,Computer Science,Physical Sciences,0.0247555
HJNQME41NBU4,Decision Sciences,Social Sciences,0.0046048
HJNQME41NBU4,Social Sciences,Social Sciences,0.0021728
HJNQME41NBU4,Mathematics,Physical Sciences,0.001983
HJNQME41NBU4,"Business, Management and Accounting",Social Sciences,0.0019097
HJNQME41NBU4,Physics and Astronomy,Physical Sciences,0.0018308
HJTLACN81NK1,Psychology,Social Sciences,0.019327800000000003
HJTLACN81NK1,Social Sciences,Social Sciences,0.0085025
HJTLACN81NK1,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0073175
HJTLACN81NK1,Medicine,Health Sciences,0.0072827000000000005
HJTLACN81NK1,Engineering,Physical Sciences,0.0061653
HJTLACN81NK1,Computer Science,Physical Sciences,0.0054182
HJTLACN81NK1,Materials Science,Physical Sciences,0.0029801
HJTLACN81NK1,Decision Sciences,Social Sciences,0.0018748
HKJCKTFJNBM7,Social Sciences,Social Sciences,0.0638668
HKJCKTFJNBM7,"Business, Management and Accounting",Social Sciences,0.0246473
HKJCKTFJNBM7,Arts and Humanities,Social Sciences,0.0216549
HKJCKTFJNBM7,"Economics, Econometrics and Finance",Social Sciences,0.0145805
HKJCKTFJNBM7,Mathematics,Physical Sciences,0.0038876
HLTMVS2JZBS6,Social Sciences,Social Sciences,0.0412917
HLTMVS2JZBS6,Physics and Astronomy,Physical Sciences,0.028572199999999996
HLTMVS2JZBS6,Materials Science,Physical Sciences,0.0133939
HLTMVS2JZBS6,Computer Science,Physical Sciences,0.011844499999999999
HLTMVS2JZBS6,Mathematics,Physical Sciences,0.009023699999999999
HLTMVS2JZBS6,Engineering,Physical Sciences,0.0055503
HLTMVS2JZBS6,Medicine,Health Sciences,0.0044649
HLTMVS2JZBS6,Psychology,Social Sciences,0.0036221
HMSNCM57QNR5,Medicine,Health Sciences,0.21849900000000003
HMSNCM57QNR5,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.033982
HMSNCM57QNR5,Immunology and Microbiology,Life Sciences,0.0182338
HMSNCM57QNR5,"Economics, Econometrics and Finance",Social Sciences,0.0107755
HS5HWWK1AAU5,Social Sciences,Social Sciences,0.0403414
HS5HWWK1AAU5,Psychology,Social Sciences,0.0122326
HS5HWWK1AAU5,Mathematics,Physical Sciences,0.0042621
HS5HWWK1AAU5,"Economics, Econometrics and Finance",Social Sciences,0.0027366
HS5HWWK1AAU5,Agricultural and Biological Sciences,Life Sciences,0.0023143
HS5HWWK1AAU5,Health Professions,Health Sciences,0.0020728
HTQ6K6NJFHA6,Social Sciences,Social Sciences,0.003718
HTQ6K6NJFHA6,Agricultural and Biological Sciences,Life Sciences,0.0036407
HTQ6K6NJFHA6,Earth and Planetary Sciences,Physical Sciences,0.0020788
HTQ6K6NJFHA6,Arts and Humanities,Social Sciences,0.0016749
HTQ6K6NJFHA6,"Business, Management and Accounting",Social Sciences,0.0009705
HTQ6K6NJFHA6,"Economics, Econometrics and Finance",Social Sciences,0.0008389000000000001
HTQ6K6NJFHA6,Medicine,Health Sciences,0.0007455000000000001
HTQ6K6NJFHA6,Decision Sciences,Social Sciences,0.0003799
HTQ6K6NJFHA6,Environmental Science,Physical Sciences,0.0003577
HVE6K4YS3B51,Social Sciences,Social Sciences,0.007112800000000001
HVE6K4YS3B51,Medicine,Health Sciences,0.0043961
HVE6K4YS3B51,Environmental Science,Physical Sciences,0.0027639
HVE6K4YS3B51,Health Professions,Health Sciences,0.0017402999999999997
HVE6K4YS3B51,"Economics, Econometrics and Finance",Social Sciences,0.0006636
HVE6K4YS3B51,Agricultural and Biological Sciences,Life Sciences,0.0006077
HVE6K4YS3B51,"Business, Management and Accounting",Social Sciences,0.0004603
HWPEKM8VFTJ9,Social Sciences,Social Sciences,0.0212699
HWPEKM8VFTJ9,Health Professions,Health Sciences,0.0166029
HWPEKM8VFTJ9,Psychology,Social Sciences,0.0116059
HWPEKM8VFTJ9,Medicine,Health Sciences,0.0089655
HWPEKM8VFTJ9,"Business, Management and Accounting",Social Sciences,0.0057764
HWPEKM8VFTJ9,Computer Science,Physical Sciences,0.0028426
HWPEKM8VFTJ9,Engineering,Physical Sciences,0.0026606
HWPEKM8VFTJ9,Agricultural and Biological Sciences,Life Sciences,0.002557
HWPEKM8VFTJ9,Nursing,Health Sciences,0.0023824
HYN3WD58HNN7,Arts and Humanities,Social Sciences,0.0003665
HYN3WD58HNN7,Environmental Science,Physical Sciences,0.00026199999999999997
HYN3WD58HNN7,Social Sciences,Social Sciences,0.00010829999999999999
HYN3WD58HNN7,Physics and Astronomy,Physical Sciences,9.669999999999999e-05
HYN3WD58HNN7,Medicine,Health Sciences,9.14e-05
HYN3WD58HNN7,Engineering,Physical Sciences,8.37e-05
HYN3WD58HNN7,"Biochemistry, Genetics and Molecular Biology",Life Sciences,6.28e-05
HYN3WD58HNN7,Agricultural and Biological Sciences,Life Sciences,5.35e-05
HYN3WD58HNN7,Health Professions,Health Sciences,5.02e-05
HYN3WD58HNN7,Decision Sciences,Social Sciences,3.64e-05
HYWTVM5HNFM3,Social Sciences,Social Sciences,0.0123116
HYWTVM5HNFM3,Environmental Science,Physical Sciences,0.0095835
HYWTVM5HNFM3,Arts and Humanities,Social Sciences,0.0092126
HYWTVM5HNFM3,Psychology,Social Sciences,0.0062042
HYWTVM5HNFM3,Engineering,Physical Sciences,0.005425999999999999
HYWTVM5HNFM3,Mathematics,Physical Sciences,0.0025078
HYWTVM5HNFM3,Earth and Planetary Sciences,Physical Sciences,0.0022164
HYWTVM5HNFM3,Materials Science,Physical Sciences,0.0022128
HYWTVM5HNFM3,Health Professions,Health Sciences,0.0017273
HYWTVM5HNFM3,Agricultural and Biological Sciences,Life Sciences,0.0016861
HYYJJ5ZP7CR9,Social Sciences,Social Sciences,0.009181199999999999
HYYJJ5ZP7CR9,Engineering,Physical Sciences,0.0046959
HYYJJ5ZP7CR9,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.0014404
HYYJJ5ZP7CR9,Computer Science,Physical Sciences,0.0013391
HYYJJ5ZP7CR9,Medicine,Health Sciences,0.0008088
HYYJJ5ZP7CR9,Health Professions,Health Sciences,0.0006637
HYYJJ5ZP7CR9,Nursing,Health Sciences,0.0004661
J19ZXYATJLT3,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.020914999999999996
J19ZXYATJLT3,Medicine,Health Sciences,0.0128371
J22LNTMEDP73,Social Sciences,Social Sciences,0.061622699999999996
J22LNTMEDP73,Health Professions,Health Sciences,0.0325278
J22LNTMEDP73,Medicine,Health Sciences,0.030915
J22LNTMEDP73,Materials Science,Physical Sciences,0.0080768
J22LNTMEDP73,Psychology,Social Sciences,0.0079362
J22LNTMEDP73,Physics and Astronomy,Physical Sciences,0.0058701
J22LNTMEDP73,Chemistry,Physical Sciences,0.005455
J22LNTMEDP73,Engineering,Physical Sciences,0.0047546
J22LNTMEDP73,Computer Science,Physical Sciences,0.0046144
J3M5GZAT8N85,Agricultural and Biological Sciences,Life Sciences,0.023316
J3M5GZAT8N85,Physics and Astronomy,Physical Sciences,0.0200222
J3M5GZAT8N85,Environmental Science,Physical Sciences,0.0187728
J3M5GZAT8N85,Engineering,Physical Sciences,0.0121116
J3M5GZAT8N85,Social Sciences,Social Sciences,0.0106897
J3M5GZAT8N85,Computer Science,Physical Sciences,0.009492
J3M5GZAT8N85,Mathematics,Physical Sciences,0.0066952
J3Z5MNJJ3FZ4,Medicine,Health Sciences,0.022745300000000003
