state_fips,state_code,state_name,fiscal_year,agency,total_obligations,award_count
01,AL,ALABAMA,2016,Department of Defense,11183144.0,46
01,AL,ALABAMA,2016,Department of the Air Force,243000.0,2
01,AL,ALABAMA,2016,Department of the Army,-312250.0,6
01,AL,ALABAMA,2016,Department of the Navy,50879.0,1
01,AL,ALABAMA,2016,Environmental Protection Agency,1259632.0,6
01,AL,ALABAMA,2016,National Aeronautics and Space Administration,23869046.32,96
01,AL,ALABAMA,2016,National Institutes of Health,270841064.0,584
01,AL,ALABAMA,2016,National Science Foundation,45181642.0,189
01,AL,ALABAMA,2017,Defense Logistics Agency,764537.0,1
01,AL,ALABAMA,2017,Department of Defense,1152199.0,3
01,AL,ALABAMA,2017,Department of Energy,6113775.06,34
01,AL,ALABAMA,2017,Department of the Air Force,726629.0,2
01,AL,ALABAMA,2017,Department of the Army,12264444.0,24
01,AL,ALABAMA,2017,Department of the Navy,507768.0,4
01,AL,ALABAMA,2017,Environmental Protection Agency,1292665.0,5
01,AL,ALABAMA,2017,National Aeronautics and Space Administration,27528437.77,32
01,AL,ALABAMA,2017,National Geospatial-Intelligence Agency,0.0,1
01,AL,ALABAMA,2017,National Institutes of Health,278493948.0,325
01,AL,ALABAMA,2017,National Science Foundation,51738522.0,154
01,AL,ALABAMA,2018,Defense Intelligence Agency,2000000.0,1
01,AL,ALABAMA,2018,Defense Logistics Agency,310679.0,2
01,AL,ALABAMA,2018,Defense Threat Reduction Agency,-31479.0,1
01,AL,ALABAMA,2018,Department of Energy,12883028.77,19
01,AL,ALABAMA,2018,Department of the Air Force,999676.0,5
01,AL,ALABAMA,2018,Department of the Army,19380194.0,32
01,AL,ALABAMA,2018,Department of the Navy,2359803.0,11
01,AL,ALABAMA,2018,Environmental Protection Agency,1466835.0,6
01,AL,ALABAMA,2018,National Aeronautics and Space Administration,28267587.069999997,34
01,AL,ALABAMA,2018,National Geospatial-Intelligence Agency,0.0,0
01,AL,ALABAMA,2018,National Institutes of Health,326002115.0,222
01,AL,ALABAMA,2018,National Science Foundation,59598112.0,130
01,AL,ALABAMA,2018,Office of Local Defense Community Cooperation,496331.0,1
01,AL,ALABAMA,2019,Defense Logistics Agency,601970.58,1
01,AL,ALABAMA,2019,Department of Energy,10560096.45,11
01,AL,ALABAMA,2019,Department of the Air Force,1200713.0,5
01,AL,ALABAMA,2019,Department of the Army,18082082.98,25
01,AL,ALABAMA,2019,Department of the Navy,1570333.0,3
01,AL,ALABAMA,2019,Environmental Protection Agency,1536345.0,4
01,AL,ALABAMA,2019,National Aeronautics and Space Administration,26002171.410000004,52
01,AL,ALABAMA,2019,National Institutes of Health,332112187.0,202
01,AL,ALABAMA,2019,National Science Foundation,59567212.0,111
01,AL,ALABAMA,2020,Defense Logistics Agency,564127.67,1
01,AL,ALABAMA,2020,Department of Energy,13938636.049999999,11
01,AL,ALABAMA,2020,Department of the Air Force,1532660.0,6
01,AL,ALABAMA,2020,Department of the Army,14088045.67,17
01,AL,ALABAMA,2020,Department of the Navy,1175916.5499999998,7
01,AL,ALABAMA,2020,Environmental Protection Agency,2444573.0,4
01,AL,ALABAMA,2020,National Aeronautics and Space Administration,32992089.459999997,52
01,AL,ALABAMA,2020,National Geospatial-Intelligence Agency,194874.0,1
01,AL,ALABAMA,2020,National Institutes of Health,360323758.0,205
01,AL,ALABAMA,2020,National Science Foundation,67675815.0,155
01,AL,ALABAMA,2020,Office of Local Defense Community Cooperation,4149014.0,2
01,AL,ALABAMA,2020,Washington Headquarters Services,2961524.0,1
01,AL,ALABAMA,2021,Defense Advanced Research Projects Agency,-1181.49,1
01,AL,ALABAMA,2021,Defense Logistics Agency,719919.09,1
01,AL,ALABAMA,2021,Department of Energy,10924365.540000001,10
01,AL,ALABAMA,2021,Department of the Air Force,1021367.0,2
01,AL,ALABAMA,2021,Department of the Army,24832010.32,26
01,AL,ALABAMA,2021,Department of the Navy,1944846.26,6
01,AL,ALABAMA,2021,Environmental Protection Agency,814549.0,3
01,AL,ALABAMA,2021,National Aeronautics and Space Administration,39326120.46,49
01,AL,ALABAMA,2021,National Geospatial-Intelligence Agency,202549.0,0
01,AL,ALABAMA,2021,National Institutes of Health,349502398.7,195
01,AL,ALABAMA,2021,National Science Foundation,62952883.0,134
01,AL,ALABAMA,2022,Defense Logistics Agency,748005.69,1
01,AL,ALABAMA,2022,Department of Energy,13625931.23,19
01,AL,ALABAMA,2022,Department of the Air Force,1386536.0,5
01,AL,ALABAMA,2022,Department of the Army,24471809.700000003,18
01,AL,ALABAMA,2022,Department of the Navy,1218383.9,3
01,AL,ALABAMA,2022,Environmental Protection Agency,2120917.0,5
01,AL,ALABAMA,2022,National Aeronautics and Space Administration,35616713.06999999,40
01,AL,ALABAMA,2022,National Institutes of Health,345967599.39,185
01,AL,ALABAMA,2022,National Science Foundation,75777208.0,138
01,AL,ALABAMA,2022,Office of Local Defense Community Cooperation,374795.0,1
01,AL,ALABAMA,2023,Defense Health Agency,30406851.16,18
01,AL,ALABAMA,2023,Department of Energy,23240524.469999995,18
01,AL,ALABAMA,2023,Department of the Air Force,3071011.0,8
01,AL,ALABAMA,2023,Department of the Army,14328932.36,10
01,AL,ALABAMA,2023,Department of the Navy,1094569.18,2
01,AL,ALABAMA,2023,Environmental Protection Agency,4876533.0,9
01,AL,ALABAMA,2023,National Aeronautics and Space Administration,41161996.34000001,36
01,AL,ALABAMA,2023,National Institutes of Health,373503660.79999983,211
01,AL,ALABAMA,2023,National Science Foundation,101963936.0,167
01,AL,ALABAMA,2023,Washington Headquarters Services,0.0,0
01,AL,ALABAMA,2024,Assistant Secretary for Defense Programs,1600000.0,0
01,AL,ALABAMA,2024,Assistant Secretary for Fossil Energy,784360.0,0
01,AL,ALABAMA,2024,Defense Health Agency,7433715.32,12
01,AL,ALABAMA,2024,Department of Energy,24065679.919999998,15
01,AL,ALABAMA,2024,Department of the Air Force,9224934.41,6
01,AL,ALABAMA,2024,Department of the Army,13464737.49,11
01,AL,ALABAMA,2024,Department of the Navy,819524.9100000001,7
01,AL,ALABAMA,2024,Environmental Protection Agency,3979178.0,4
01,AL,ALABAMA,2024,Missile Defense Agency,11518.86,2
01,AL,ALABAMA,2024,National Aeronautics and Space Administration,39329977.449999996,45
01,AL,ALABAMA,2024,National Institutes of Health,367156407.15000015,191
01,AL,ALABAMA,2024,National Science Foundation,93106215.0,170
01,AL,ALABAMA,2024,Washington Headquarters Services,11947778.0,2
01,AL,ALABAMA,2025,Defense Health Agency,6297800.37,10
01,AL,ALABAMA,2025,Department of Energy,8621283.52,5
01,AL,ALABAMA,2025,Department of the Air Force,3920800.06,4
01,AL,ALABAMA,2025,Department of the Army,2935371.88,3
01,AL,ALABAMA,2025,Department of the Navy,1334730.39,2
01,AL,ALABAMA,2025,Environmental Protection Agency,6854348.0,6
01,AL,ALABAMA,2025,National Aeronautics and Space Administration,50905598.01000001,19
01,AL,ALABAMA,2025,National Institutes of Health,334766299.90000004,146
01,AL,ALABAMA,2025,National Science Foundation,93814896.0,135
01,AL,ALABAMA,2025,Office of Local Defense Community Cooperation,0.0,0
01,AL,ALABAMA,2025,Washington Headquarters Services,2143717.0,2
01,AL,ALABAMA,2026,Defense Health Agency,-1201236.3599999999,2
01,AL,ALABAMA,2026,Department of Energy,3728430.5900000003,1
01,AL,ALABAMA,2026,Department of the Air Force,853241.0,1
01,AL,ALABAMA,2026,Department of the Army,4142901.85,8
01,AL,ALABAMA,2026,Department of the Navy,1852914.08,5
01,AL,ALABAMA,2026,Environmental Protection Agency,3757577.0,4
01,AL,ALABAMA,2026,Missile Defense Agency,2221.26,0
01,AL,ALABAMA,2026,National Aeronautics and Space Administration,23042893.880000003,16
01,AL,ALABAMA,2026,National Institutes of Health,264830639.98000008,116
01,AL,ALABAMA,2026,National Science Foundation,34687693.0,51
01,AL,ALABAMA,2026,Washington Headquarters Services,4293069.31,0
02,AK,ALASKA,2016,Department of Defense,4109543.0,8
02,AK,ALASKA,2016,Department of the Army,403821.0,1
02,AK,ALASKA,2016,Environmental Protection Agency,41240.0,1
02,AK,ALASKA,2016,National Aeronautics and Space Administration,7384879.0,53
02,AK,ALASKA,2016,National Institutes of Health,14594777.0,17
02,AK,ALASKA,2016,National Science Foundation,31085149.0,113
02,AK,ALASKA,2017,Defense Logistics Agency,367206.0,2
02,AK,ALASKA,2017,Department of Defense,0.0,0
02,AK,ALASKA,2017,Department of Energy,423875.87,5
02,AK,ALASKA,2017,Department of the Air Force,302760.0,1
02,AK,ALASKA,2017,Department of the Army,2243812.0,0
02,AK,ALASKA,2017,Department of the Navy,1734263.0,5
02,AK,ALASKA,2017,Environmental Protection Agency,32615.0,1
02,AK,ALASKA,2017,National Aeronautics and Space Administration,5927897.79,18
02,AK,ALASKA,2017,National Institutes of Health,16580816.0,17
02,AK,ALASKA,2017,National Science Foundation,46127093.0,74
02,AK,ALASKA,2018,Defense Logistics Agency,494624.0,1
02,AK,ALASKA,2018,Department of Energy,9087656.6,5
02,AK,ALASKA,2018,Department of the Army,2487515.0,0
02,AK,ALASKA,2018,Department of the Navy,4908083.0,3
02,AK,ALASKA,2018,Environmental Protection Agency,120867.0,1
02,AK,ALASKA,2018,National Aeronautics and Space Administration,6131205.9399999995,15
02,AK,ALASKA,2018,National Institutes of Health,15952398.0,5
02,AK,ALASKA,2018,National Science Foundation,45143606.0,68
02,AK,ALASKA,2019,Defense Logistics Agency,606923.0,1
02,AK,ALASKA,2019,Department of Energy,2317879.0,1
02,AK,ALASKA,2019,Department of the Air Force,0.0,0
02,AK,ALASKA,2019,Department of the Army,814808.0,9
02,AK,ALASKA,2019,Department of the Navy,7970527.0,5
02,AK,ALASKA,2019,Environmental Protection Agency,171871.0,1
02,AK,ALASKA,2019,National Aeronautics and Space Administration,7724247.91,14
02,AK,ALASKA,2019,National Institutes of Health,16999253.0,5
02,AK,ALASKA,2019,National Science Foundation,61069015.0,65
02,AK,ALASKA,2019,Office of Local Defense Community Cooperation,648286.0,1
02,AK,ALASKA,2020,Defense Logistics Agency,600931.0,1
02,AK,ALASKA,2020,Department of Energy,3722171.69,2
02,AK,ALASKA,2020,Department of the Army,589806.0,1
02,AK,ALASKA,2020,Department of the Navy,4323872.83,6
02,AK,ALASKA,2020,Environmental Protection Agency,234448.0,1
02,AK,ALASKA,2020,National Aeronautics and Space Administration,7602542.66,19
02,AK,ALASKA,2020,National Institutes of Health,15864655.0,1
02,AK,ALASKA,2020,National Science Foundation,59398962.0,66
02,AK,ALASKA,2021,Defense Logistics Agency,695736.0,1
02,AK,ALASKA,2021,Department of Energy,11127985.0,5
02,AK,ALASKA,2021,Department of the Army,802021.0,2
02,AK,ALASKA,2021,Department of the Navy,8051903.7,4
02,AK,ALASKA,2021,Environmental Protection Agency,0.0,0
02,AK,ALASKA,2021,National Aeronautics and Space Administration,7354217.12,21
02,AK,ALASKA,2021,National Geospatial-Intelligence Agency,399814.0,1
02,AK,ALASKA,2021,National Institutes of Health,16322850.66,2
02,AK,ALASKA,2021,National Science Foundation,54709091.0,67
02,AK,ALASKA,2022,Defense Logistics Agency,658492.0,1
02,AK,ALASKA,2022,Department of Energy,750000.0,1
02,AK,ALASKA,2022,Department of the Army,802637.0,4
02,AK,ALASKA,2022,Department of the Navy,8234624.6,3
02,AK,ALASKA,2022,Environmental Protection Agency,0.0,0
02,AK,ALASKA,2022,National Aeronautics and Space Administration,10382213.4,25
02,AK,ALASKA,2022,National Institutes of Health,16539094.41,7
02,AK,ALASKA,2022,National Science Foundation,51242023.0,57
02,AK,ALASKA,2023,Department of Energy,4729165.0,3
02,AK,ALASKA,2023,Department of the Army,2422697.2699999996,4
02,AK,ALASKA,2023,Department of the Navy,14026088.540000001,1
02,AK,ALASKA,2023,Environmental Protection Agency,3324131.0,2
02,AK,ALASKA,2023,National Aeronautics and Space Administration,9614970.049999999,13
02,AK,ALASKA,2023,National Geospatial-Intelligence Agency,217932.0,0
02,AK,ALASKA,2023,National Institutes of Health,14425135.7,5
02,AK,ALASKA,2023,National Science Foundation,60031901.0,49
02,AK,ALASKA,2024,Assistant Secretary for Fossil Energy,0.0,0
02,AK,ALASKA,2024,Department of Energy,21330696.13,5
02,AK,ALASKA,2024,Department of the Army,1767407.47,2
02,AK,ALASKA,2024,Department of the Navy,15102135.79,6
02,AK,ALASKA,2024,Environmental Protection Agency,400000.0,2
02,AK,ALASKA,2024,National Aeronautics and Space Administration,7746597.14,14
02,AK,ALASKA,2024,National Institutes of Health,13409437.249999998,8
02,AK,ALASKA,2024,National Science Foundation,46917567.0,42
02,AK,ALASKA,2025,Department of Energy,3940762.02,4
02,AK,ALASKA,2025,Department of the Army,1367705.3599999999,2
02,AK,ALASKA,2025,Department of the Navy,8304646.24,5
02,AK,ALASKA,2025,Environmental Protection Agency,0.0,0
02,AK,ALASKA,2025,National Aeronautics and Space Administration,8714635.52,17
02,AK,ALASKA,2025,National Institutes of Health,13930863.46,3
02,AK,ALASKA,2025,National Science Foundation,55959472.0,26
02,AK,ALASKA,2025,Office of Local Defense Community Cooperation,780209.0,1
02,AK,ALASKA,2026,Department of Energy,969397.41,0
02,AK,ALASKA,2026,Department of the Army,1313195.3399999999,2
02,AK,ALASKA,2026,Department of the Navy,5036354.19,2
02,AK,ALASKA,2026,Environmental Protection Agency,0.0,0
02,AK,ALASKA,2026,National Aeronautics and Space Administration,3522130.9699999993,6
02,AK,ALASKA,2026,National Institutes of Health,9539099.87,3
02,AK,ALASKA,2026,National Science Foundation,37455104.0,10
04,AZ,ARIZONA,2016,Defense Threat Reduction Agency,146743.0,1
04,AZ,ARIZONA,2016,Department of Defense,37315461.0,124
04,AZ,ARIZONA,2016,Department of the Air Force,569339.0,4
04,AZ,ARIZONA,2016,Department of the Army,2259684.0,7
04,AZ,ARIZONA,2016,Department of the Navy,159981.0,1
04,AZ,ARIZONA,2016,Environmental Protection Agency,4394227.0,13
04,AZ,ARIZONA,2016,National Aeronautics and Space Administration,35718226.45,343
04,AZ,ARIZONA,2016,National Institutes of Health,161942470.0,377
04,AZ,ARIZONA,2016,National Science Foundation,143085746.0,446
04,AZ,ARIZONA,2017,Assistant Secretary for Conservation and Renewable Energy,0.0,3
04,AZ,ARIZONA,2017,Defense Advanced Research Projects Agency,361897.0,1
04,AZ,ARIZONA,2017,Defense Logistics Agency,297206.0,2
04,AZ,ARIZONA,2017,Defense Threat Reduction Agency,1571002.0,5
04,AZ,ARIZONA,2017,Department of Defense,7791026.0,15
04,AZ,ARIZONA,2017,Department of Energy,16401531.44,71
04,AZ,ARIZONA,2017,Department of the Air Force,6541789.0,10
04,AZ,ARIZONA,2017,Department of the Army,10339715.0,30
04,AZ,ARIZONA,2017,Department of the Navy,9868858.0,18
04,AZ,ARIZONA,2017,Environmental Protection Agency,3311896.0,3
04,AZ,ARIZONA,2017,National Aeronautics and Space Administration,49940204.790000014,129
04,AZ,ARIZONA,2017,National Institutes of Health,183278531.0,282
04,AZ,ARIZONA,2017,National Science Foundation,239726372.0,355
04,AZ,ARIZONA,2018,Assistant Secretary for Conservation and Renewable Energy,0.0,0
04,AZ,ARIZONA,2018,Defense Advanced Research Projects Agency,-7018.0,0
04,AZ,ARIZONA,2018,Defense Logistics Agency,314516.0,1
04,AZ,ARIZONA,2018,Defense Threat Reduction Agency,3725702.0,3
04,AZ,ARIZONA,2018,Department of Energy,14028648.16,25
04,AZ,ARIZONA,2018,Department of the Air Force,9195035.0,14
04,AZ,ARIZONA,2018,Department of the Army,18083166.060000002,26
04,AZ,ARIZONA,2018,Department of the Navy,12701701.0,15
04,AZ,ARIZONA,2018,Environmental Protection Agency,4525683.0,5
04,AZ,ARIZONA,2018,National Aeronautics and Space Administration,49148968.120000005,87
04,AZ,ARIZONA,2018,National Institutes of Health,234401311.0,209
04,AZ,ARIZONA,2018,National Science Foundation,121967039.0,315
04,AZ,ARIZONA,2018,Office of Local Defense Community Cooperation,448691.0,1
04,AZ,ARIZONA,2018,Uniformed Services University of the Health Sciences,550000.0,1
04,AZ,ARIZONA,2019,Defense Logistics Agency,311570.86,1
04,AZ,ARIZONA,2019,Defense Threat Reduction Agency,3283052.68,0
04,AZ,ARIZONA,2019,Department of Energy,29420671.42,26
04,AZ,ARIZONA,2019,Department of the Air Force,12628527.67,12
04,AZ,ARIZONA,2019,Department of the Army,8517249.329999998,27
04,AZ,ARIZONA,2019,Department of the Navy,8080809.4,19
04,AZ,ARIZONA,2019,Environmental Protection Agency,3521838.0,2
04,AZ,ARIZONA,2019,National Aeronautics and Space Administration,57120971.76999999,106
04,AZ,ARIZONA,2019,National Geospatial-Intelligence Agency,380222.0,1
04,AZ,ARIZONA,2019,National Institutes of Health,241394234.0,157
04,AZ,ARIZONA,2019,National Science Foundation,176200983.0,278
04,AZ,ARIZONA,2020,Defense Advanced Research Projects Agency,250000.0,1
04,AZ,ARIZONA,2020,Defense Logistics Agency,468157.0,1
04,AZ,ARIZONA,2020,Defense Threat Reduction Agency,5185090.34,2
04,AZ,ARIZONA,2020,Department of Energy,26096090.140000004,18
04,AZ,ARIZONA,2020,Department of the Air Force,13817000.0,11
04,AZ,ARIZONA,2020,Department of the Army,13970722.89,21
04,AZ,ARIZONA,2020,Department of the Navy,7308106.790000001,27
04,AZ,ARIZONA,2020,Environmental Protection Agency,3261676.0,6
04,AZ,ARIZONA,2020,National Aeronautics and Space Administration,47080744.29000001,104
04,AZ,ARIZONA,2020,National Geospatial-Intelligence Agency,-32614.0,0
04,AZ,ARIZONA,2020,National Institutes of Health,265083181.0,155
04,AZ,ARIZONA,2020,National Science Foundation,257831526.0,331
04,AZ,ARIZONA,2021,Defense Advanced Research Projects Agency,1145997.0,1
04,AZ,ARIZONA,2021,Defense Logistics Agency,435669.95,1
04,AZ,ARIZONA,2021,Defense Prisoner of War/Missing Personnel Office,159997.0,1
04,AZ,ARIZONA,2021,Defense Threat Reduction Agency,2872753.16,1
04,AZ,ARIZONA,2021,Department of Energy,17799180.880000003,13
04,AZ,ARIZONA,2021,Department of the Air Force,13254665.65,18
04,AZ,ARIZONA,2021,Department of the Army,17631800.11,14
04,AZ,ARIZONA,2021,Department of the Navy,11137221.559999999,29
04,AZ,ARIZONA,2021,Environmental Protection Agency,2688152.0,2
04,AZ,ARIZONA,2021,National Aeronautics and Space Administration,61992383.62999999,108
04,AZ,ARIZONA,2021,National Geospatial-Intelligence Agency,-25.0,0
04,AZ,ARIZONA,2021,National Institutes of Health,271581518.0200002,161
04,AZ,ARIZONA,2021,National Science Foundation,159230218.0,294
04,AZ,ARIZONA,2021,Washington Headquarters Services,421895.0,1
04,AZ,ARIZONA,2022,Defense Advanced Research Projects Agency,0.0,0
04,AZ,ARIZONA,2022,Defense Logistics Agency,423968.0,1
04,AZ,ARIZONA,2022,Defense Threat Reduction Agency,4113292.6,1
04,AZ,ARIZONA,2022,Department of Energy,15422105.530000001,16
04,AZ,ARIZONA,2022,Department of the Air Force,15432855.0,11
04,AZ,ARIZONA,2022,Department of the Army,24349412.09,18
04,AZ,ARIZONA,2022,Department of the Navy,13450527.16,18
04,AZ,ARIZONA,2022,Environmental Protection Agency,2750975.0,1
04,AZ,ARIZONA,2022,National Aeronautics and Space Administration,54574424.49999999,89
04,AZ,ARIZONA,2022,National Institutes of Health,311554180.98999995,193
04,AZ,ARIZONA,2022,National Science Foundation,175889398.0,276
04,AZ,ARIZONA,2022,Washington Headquarters Services,487781.0,0
04,AZ,ARIZONA,2023,Defense Advanced Research Projects Agency,250000.0,1
04,AZ,ARIZONA,2023,Defense Health Agency,13828056.0,10
04,AZ,ARIZONA,2023,Defense Logistics Agency,-168275.78,0
04,AZ,ARIZONA,2023,Defense Prisoner of War/Missing Personnel Office,217774.0,0
04,AZ,ARIZONA,2023,Defense Threat Reduction Agency,329999.0,0
04,AZ,ARIZONA,2023,Department of Energy,49907038.730000004,27
04,AZ,ARIZONA,2023,Department of the Air Force,13398097.51,23
04,AZ,ARIZONA,2023,Department of the Army,23199206.660000004,15
04,AZ,ARIZONA,2023,Department of the Navy,11805495.23,23
04,AZ,ARIZONA,2023,Environmental Protection Agency,7915998.0,4
04,AZ,ARIZONA,2023,National Aeronautics and Space Administration,64183335.11999999,92
04,AZ,ARIZONA,2023,National Institutes of Health,325241558.81999993,196
04,AZ,ARIZONA,2023,National Science Foundation,343722075.0,273
04,AZ,ARIZONA,2023,Washington Headquarters Services,3989908.0,1
04,AZ,ARIZONA,2024,Assistant Secretary for Fossil Energy,0.0,0
04,AZ,ARIZONA,2024,Defense Advanced Research Projects Agency,370063.0,1
04,AZ,ARIZONA,2024,Defense Health Agency,9551788.0,9
04,AZ,ARIZONA,2024,Defense Logistics Agency,-119345.38,0
04,AZ,ARIZONA,2024,Defense Threat Reduction Agency,-55.14,0
04,AZ,ARIZONA,2024,Department of Energy,67258846.21000001,22
04,AZ,ARIZONA,2024,Department of the Air Force,7868181.0,8
04,AZ,ARIZONA,2024,Department of the Army,12853341.91,15
04,AZ,ARIZONA,2024,Department of the Navy,6936782.410000001,4
04,AZ,ARIZONA,2024,Environmental Protection Agency,7310102.0,3
04,AZ,ARIZONA,2024,National Aeronautics and Space Administration,56385033.269999996,104
04,AZ,ARIZONA,2024,National Institutes of Health,327531744.87,161
04,AZ,ARIZONA,2024,National Science Foundation,304175021.0,280
04,AZ,ARIZONA,2024,Washington Headquarters Services,585099.66,2
04,AZ,ARIZONA,2025,Defense Advanced Research Projects Agency,1851679.0,2
04,AZ,ARIZONA,2025,Defense Health Agency,10757329.339999998,3
04,AZ,ARIZONA,2025,Defense Prisoner of War/Missing Personnel Office,110000.0,0
04,AZ,ARIZONA,2025,Defense Threat Reduction Agency,0.0,0
04,AZ,ARIZONA,2025,Department of Energy,27431690.739999995,7
04,AZ,ARIZONA,2025,Department of the Air Force,6931452.0,12
04,AZ,ARIZONA,2025,Department of the Army,6792882.41,9
04,AZ,ARIZONA,2025,Department of the Navy,5319732.94,8
04,AZ,ARIZONA,2025,Environmental Protection Agency,6742669.0,4
04,AZ,ARIZONA,2025,National Aeronautics and Space Administration,75330881.7,62
04,AZ,ARIZONA,2025,National Institutes of Health,360289206.0100001,152
04,AZ,ARIZONA,2025,National Science Foundation,301979773.0,194
04,AZ,ARIZONA,2025,Washington Headquarters Services,200958.86,2
04,AZ,ARIZONA,2026,Defense Advanced Research Projects Agency,3763947.0,1
04,AZ,ARIZONA,2026,Defense Health Agency,-11363.56,0
04,AZ,ARIZONA,2026,Defense Prisoner of War/Missing Personnel Office,220000.0,0
04,AZ,ARIZONA,2026,Defense Threat Reduction Agency,-189562.79,0
04,AZ,ARIZONA,2026,Department of Energy,3252345.61,5
04,AZ,ARIZONA,2026,Department of the Air Force,7602730.0,4
04,AZ,ARIZONA,2026,Department of the Army,5056470.9399999995,9
04,AZ,ARIZONA,2026,Department of the Navy,4567657.220000001,5
04,AZ,ARIZONA,2026,Environmental Protection Agency,1226000.0,2
04,AZ,ARIZONA,2026,National Aeronautics and Space Administration,38849254.059999995,60
04,AZ,ARIZONA,2026,National Institutes of Health,232543791.83000004,121
04,AZ,ARIZONA,2026,National Science Foundation,142811493.0,47
04,AZ,ARIZONA,2026,Washington Headquarters Services,-16884.6,0
05,AR,ARKANSAS,2016,Department of Defense,5895239.0,25
05,AR,ARKANSAS,2016,Department of the Army,0.0,1
05,AR,ARKANSAS,2016,Department of the Navy,186692.0,1
05,AR,ARKANSAS,2016,Environmental Protection Agency,14943.0,2
05,AR,ARKANSAS,2016,National Aeronautics and Space Administration,934019.0,11
05,AR,ARKANSAS,2016,National Institutes of Health,96180275.0,103
05,AR,ARKANSAS,2016,National Science Foundation,24779200.0,61
05,AR,ARKANSAS,2017,Defense Advanced Research Projects Agency,305828.0,0
05,AR,ARKANSAS,2017,Defense Logistics Agency,204362.0,3
05,AR,ARKANSAS,2017,Defense Threat Reduction Agency,86836.0,0
05,AR,ARKANSAS,2017,Department of Defense,271348.0,0
05,AR,ARKANSAS,2017,Department of Energy,6579133.21,12
05,AR,ARKANSAS,2017,Department of the Air Force,244721.0,0
05,AR,ARKANSAS,2017,Department of the Army,440225.0,4
05,AR,ARKANSAS,2017,Department of the Navy,1779522.0,3
05,AR,ARKANSAS,2017,Environmental Protection Agency,14999.0,1
05,AR,ARKANSAS,2017,National Aeronautics and Space Administration,2054284.13,11
05,AR,ARKANSAS,2017,National Institutes of Health,54469696.0,81
05,AR,ARKANSAS,2017,National Science Foundation,16080444.0,55
05,AR,ARKANSAS,2018,Defense Advanced Research Projects Agency,84750.0,1
05,AR,ARKANSAS,2018,Defense Logistics Agency,539091.0,1
05,AR,ARKANSAS,2018,Defense Threat Reduction Agency,85425.0,0
05,AR,ARKANSAS,2018,Department of Energy,14139760.35,4
05,AR,ARKANSAS,2018,Department of the Air Force,729330.0,3
05,AR,ARKANSAS,2018,Department of the Army,2850501.0,5
05,AR,ARKANSAS,2018,Department of the Navy,108263.0,1
05,AR,ARKANSAS,2018,Environmental Protection Agency,0.0,0
05,AR,ARKANSAS,2018,National Aeronautics and Space Administration,1494833.44,3
05,AR,ARKANSAS,2018,National Institutes of Health,56010028.0,46
05,AR,ARKANSAS,2018,National Science Foundation,28435363.0,53
05,AR,ARKANSAS,2018,Washington Headquarters Services,210789.93,2
05,AR,ARKANSAS,2019,Defense Advanced Research Projects Agency,192746.0,0
05,AR,ARKANSAS,2019,Defense Logistics Agency,384831.0,1
05,AR,ARKANSAS,2019,Defense Threat Reduction Agency,86794.0,0
05,AR,ARKANSAS,2019,Department of Energy,4013670.63,3
05,AR,ARKANSAS,2019,Department of the Air Force,1945000.0,1
05,AR,ARKANSAS,2019,Department of the Army,10486359.0,10
05,AR,ARKANSAS,2019,Department of the Navy,1385558.5,3
05,AR,ARKANSAS,2019,National Aeronautics and Space Administration,2501043.0,11
05,AR,ARKANSAS,2019,National Institutes of Health,56781620.0,39
05,AR,ARKANSAS,2019,National Science Foundation,18862571.0,45
05,AR,ARKANSAS,2020,Defense Advanced Research Projects Agency,0.0,0
05,AR,ARKANSAS,2020,Defense Logistics Agency,491728.97,1
05,AR,ARKANSAS,2020,Department of Energy,6929152.88,5
05,AR,ARKANSAS,2020,Department of the Air Force,2155592.0,2
05,AR,ARKANSAS,2020,Department of the Army,1587256.3900000001,7
05,AR,ARKANSAS,2020,Department of the Navy,652256.0,1
05,AR,ARKANSAS,2020,National Aeronautics and Space Administration,1767046.06,8
05,AR,ARKANSAS,2020,National Institutes of Health,75008022.0,40
05,AR,ARKANSAS,2020,National Science Foundation,25137503.0,52
05,AR,ARKANSAS,2021,Defense Advanced Research Projects Agency,0.0,0
05,AR,ARKANSAS,2021,Defense Logistics Agency,558550.0,1
05,AR,ARKANSAS,2021,Department of Energy,1440000.0,2
05,AR,ARKANSAS,2021,Department of the Air Force,2400000.0,1
05,AR,ARKANSAS,2021,Department of the Army,8261699.92,11
05,AR,ARKANSAS,2021,Department of the Navy,5307780.77,3
05,AR,ARKANSAS,2021,Environmental Protection Agency,575256.0,1
05,AR,ARKANSAS,2021,National Aeronautics and Space Administration,3084197.6900000004,7
05,AR,ARKANSAS,2021,National Institutes of Health,90749246.94,44
05,AR,ARKANSAS,2021,National Science Foundation,33158842.0,52
05,AR,ARKANSAS,2022,Defense Logistics Agency,487475.08999999997,1
05,AR,ARKANSAS,2022,Department of Energy,3493340.79,2
05,AR,ARKANSAS,2022,Department of the Air Force,2807642.0,3
05,AR,ARKANSAS,2022,Department of the Army,10952776.01,11
05,AR,ARKANSAS,2022,Department of the Navy,1168454.46,2
05,AR,ARKANSAS,2022,National Aeronautics and Space Administration,2631088.4,2
05,AR,ARKANSAS,2022,National Institutes of Health,101364200.68999998,57
05,AR,ARKANSAS,2022,National Science Foundation,40121162.0,50
