uei,fiscal_year,works_count,cited_by_count
G7MQPLSUX1L4,2016,2641.0,126913.0
G7MQPLSUX1L4,2017,2862.0,142517.0
G7MQPLSUX1L4,2018,3451.0,138838.0
G7MQPLSUX1L4,2019,3810.0,144667.0
G7MQPLSUX1L4,2020,4623.0,151075.0
G7MQPLSUX1L4,2021,4598.0,105127.0
G7MQPLSUX1L4,2022,4721.0,76824.0
G7MQPLSUX1L4,2023,4778.0,52542.0
G7MQPLSUX1L4,2024,5131.0,30296.0
G7MQPLSUX1L4,2025,5493.0,11557.0
G7MQPLSUX1L4,2026,2621.0,593.0
G88KLJR3KYT5,2016,8408.0,378893.0
G88KLJR3KYT5,2017,8936.0,402613.0
G88KLJR3KYT5,2018,9626.0,366446.0
G88KLJR3KYT5,2019,10414.0,317877.0
G88KLJR3KYT5,2020,14357.0,354836.0
G88KLJR3KYT5,2021,12297.0,260488.0
G88KLJR3KYT5,2022,12098.0,190663.0
G88KLJR3KYT5,2023,12500.0,136421.0
G88KLJR3KYT5,2024,12750.0,82707.0
G88KLJR3KYT5,2025,12077.0,33164.0
G88KLJR3KYT5,2026,5257.0,1061.0
G9QBQDH39DF4,2016,4089.0,228199.0
G9QBQDH39DF4,2017,4259.0,215236.0
G9QBQDH39DF4,2018,4406.0,202439.0
G9QBQDH39DF4,2019,4923.0,215258.0
G9QBQDH39DF4,2020,5421.0,187850.0
G9QBQDH39DF4,2021,5666.0,119180.0
G9QBQDH39DF4,2022,6168.0,89593.0
G9QBQDH39DF4,2023,5496.0,59314.0
G9QBQDH39DF4,2024,4955.0,38534.0
G9QBQDH39DF4,2025,4850.0,12720.0
G9QBQDH39DF4,2026,3606.0,1976.0
GBNGC495XA67,2016,406.0,3068.0
GBNGC495XA67,2017,344.0,4688.0
GBNGC495XA67,2018,390.0,2135.0
GBNGC495XA67,2019,415.0,3098.0
GBNGC495XA67,2020,536.0,3805.0
GBNGC495XA67,2021,1878.0,2704.0
GBNGC495XA67,2022,1832.0,1417.0
GBNGC495XA67,2023,621.0,1119.0
GBNGC495XA67,2024,835.0,814.0
GBNGC495XA67,2025,1283.0,494.0
GBNGC495XA67,2026,381.0,16.0
GFKFBWG2TV98,2016,809.0,35360.0
GFKFBWG2TV98,2017,868.0,40020.0
GFKFBWG2TV98,2018,992.0,35207.0
GFKFBWG2TV98,2019,1101.0,60128.0
GFKFBWG2TV98,2020,1232.0,39552.0
GFKFBWG2TV98,2021,1378.0,24929.0
GFKFBWG2TV98,2022,1246.0,14248.0
GFKFBWG2TV98,2023,1500.0,12529.0
GFKFBWG2TV98,2024,1627.0,6471.0
GFKFBWG2TV98,2025,1635.0,2327.0
GFKFBWG2TV98,2026,812.0,132.0
GGFBMCXBJLY1,2016,173.77644393036576,6034.569855401655
GGFBMCXBJLY1,2017,189.09910223199753,6641.5086514373015
GGFBMCXBJLY1,2018,212.11674120340925,6447.5637304744805
GGFBMCXBJLY1,2019,219.4752066835487,5969.734595530915
GGFBMCXBJLY1,2020,260.82170631738086,6171.239891087659
GGFBMCXBJLY1,2021,245.72339147550943,4729.496646937781
GGFBMCXBJLY1,2022,242.24606784922403,3366.946644083306
GGFBMCXBJLY1,2023,245.54391670770116,2382.931360882467
GGFBMCXBJLY1,2024,310.42404527039383,1481.3398647975794
GGFBMCXBJLY1,2025,258.7128777956336,512.131249940923
GGFBMCXBJLY1,2026,117.10728599490179,20.684466989904106
GKMSN3DA6P91,2016,1428.0,37375.0
GKMSN3DA6P91,2017,1374.0,39163.0
GKMSN3DA6P91,2018,1478.0,37092.0
GKMSN3DA6P91,2019,1364.0,30165.0
GKMSN3DA6P91,2020,1742.0,34779.0
GKMSN3DA6P91,2021,1507.0,29207.0
GKMSN3DA6P91,2022,1315.0,16475.0
GKMSN3DA6P91,2023,1452.0,12763.0
GKMSN3DA6P91,2024,1371.0,7366.0
GKMSN3DA6P91,2025,1413.0,2904.0
GKMSN3DA6P91,2026,1261.0,91.0
GKPBCFV1QMM3,2016,3645.0,189359.0
GKPBCFV1QMM3,2017,3781.0,171632.0
GKPBCFV1QMM3,2018,4733.0,194725.0
GKPBCFV1QMM3,2019,5043.0,183896.0
GKPBCFV1QMM3,2020,6066.0,249841.0
GKPBCFV1QMM3,2021,6170.0,147112.0
GKPBCFV1QMM3,2022,6324.0,114388.0
GKPBCFV1QMM3,2023,6923.0,74299.0
GKPBCFV1QMM3,2024,7368.0,52380.0
GKPBCFV1QMM3,2025,8341.0,22398.0
GKPBCFV1QMM3,2026,4056.0,937.0
GL8EKK2U5YE9,2016,11.0,471.0
GL8EKK2U5YE9,2017,7.0,478.0
GL8EKK2U5YE9,2018,6.0,157.0
GL8EKK2U5YE9,2019,11.0,75.0
GL8EKK2U5YE9,2020,2.0,0.0
GL8EKK2U5YE9,2021,5.0,23.0
GL8EKK2U5YE9,2022,7.0,45.0
GL8EKK2U5YE9,2023,2.0,0.0
GL8EKK2U5YE9,2024,5.0,0.0
GL8EKK2U5YE9,2025,5.0,5.0
GL8EKK2U5YE9,2026,12.0,0.0
GM1XX56LEP58,2016,11947.0,676848.0
GM1XX56LEP58,2017,12545.0,675760.0
GM1XX56LEP58,2018,14035.0,734779.0
GM1XX56LEP58,2019,15465.0,574348.0
GM1XX56LEP58,2020,17625.0,683384.0
GM1XX56LEP58,2021,17274.0,510549.0
GM1XX56LEP58,2022,16293.0,340445.0
GM1XX56LEP58,2023,16920.0,233322.0
GM1XX56LEP58,2024,16884.0,141637.0
GM1XX56LEP58,2025,16778.0,51676.0
GM1XX56LEP58,2026,7214.0,2599.0
GM6EL1UH2L83,2016,121.0,5559.0
GM6EL1UH2L83,2017,140.0,7359.0
GM6EL1UH2L83,2018,147.0,7987.0
GM6EL1UH2L83,2019,160.0,7341.0
GM6EL1UH2L83,2020,176.0,5367.0
GM6EL1UH2L83,2021,171.0,3566.0
GM6EL1UH2L83,2022,169.0,1811.0
GM6EL1UH2L83,2023,178.0,2150.0
GM6EL1UH2L83,2024,225.0,984.0
GM6EL1UH2L83,2025,206.0,357.0
GM6EL1UH2L83,2026,672.0,12.0
GMR5T8P487D7,2016,46.0,2598.0
GMR5T8P487D7,2017,61.0,3516.0
GMR5T8P487D7,2018,78.0,4748.0
GMR5T8P487D7,2019,60.0,4149.0
GMR5T8P487D7,2020,67.0,3299.0
GMR5T8P487D7,2021,69.0,1944.0
GMR5T8P487D7,2022,69.0,1266.0
GMR5T8P487D7,2023,89.0,839.0
GMR5T8P487D7,2024,101.0,740.0
GMR5T8P487D7,2025,103.0,243.0
GMR5T8P487D7,2026,47.0,16.0
GNJ7BBP73WE9,2016,17370.0,888723.0
GNJ7BBP73WE9,2017,18829.0,827008.0
GNJ7BBP73WE9,2018,21173.0,770408.0
GNJ7BBP73WE9,2019,23444.0,726464.0
GNJ7BBP73WE9,2020,26724.0,771663.0
GNJ7BBP73WE9,2021,23219.0,533124.0
GNJ7BBP73WE9,2022,457101.0,378614.0
GNJ7BBP73WE9,2023,23481.0,266501.0
GNJ7BBP73WE9,2024,24332.0,145952.0
GNJ7BBP73WE9,2025,23819.0,54930.0
GNJ7BBP73WE9,2026,13593.0,2898.0
GS3YEVSS12N6,2016,1625.7037060882267,70144.55251899
GS3YEVSS12N6,2017,1758.8512604814778,70659.45180276252
GS3YEVSS12N6,2018,1765.3689729342943,60382.88146822886
GS3YEVSS12N6,2019,1847.3059294839873,58950.84693216718
GS3YEVSS12N6,2020,2140.602989860729,64235.78062962238
GS3YEVSS12N6,2021,2027.9396746049013,44631.43267332936
GS3YEVSS12N6,2022,1970.2113643085268,30729.15201147179
GS3YEVSS12N6,2023,2148.982905871493,20000.066212356876
GS3YEVSS12N6,2024,2749.543553309584,21590.3880508441
GS3YEVSS12N6,2025,4610.816009478178,14788.68955544061
GS3YEVSS12N6,2026,2282.130460264744,625.7003954703828
GT28BRBA2Q49,2016,2260.0,88733.0
GT28BRBA2Q49,2017,2486.0,100673.0
GT28BRBA2Q49,2018,2395.0,95632.0
GT28BRBA2Q49,2019,2173.0,72943.0
GT28BRBA2Q49,2020,3602.0,109487.0
GT28BRBA2Q49,2021,2817.0,59933.0
GT28BRBA2Q49,2022,2131.0,31986.0
GT28BRBA2Q49,2023,2663.0,24711.0
GT28BRBA2Q49,2024,2181.0,9775.0
GT28BRBA2Q49,2025,1721.0,3226.0
GT28BRBA2Q49,2026,619.0,76.0
GTNBNWXJ12D5,2016,5922.199572356001,288081.7761710375
GTNBNWXJ12D5,2017,5643.079510544141,223466.8821294604
GTNBNWXJ12D5,2018,5922.199572356001,228294.07222855446
GTNBNWXJ12D5,2019,7167.5044635166105,187424.92070305863
GTNBNWXJ12D5,2020,7144.166665706254,211076.37851598606
GTNBNWXJ12D5,2021,6645.671304477045,145496.23315697256
GTNBNWXJ12D5,2022,6541.117970286649,98457.50140233093
GTNBNWXJ12D5,2023,7203.911428100767,73481.39018568768
GTNBNWXJ12D5,2024,6681.144757148787,39210.30085713574
GTNBNWXJ12D5,2025,6506.578029527322,13506.050348809367
GTNBNWXJ12D5,2026,3441.8584210713393,633.8545885292757
GV31TMFLPY88,2016,579.0,36573.0
GV31TMFLPY88,2017,308.0,31566.0
GV31TMFLPY88,2018,380.0,49959.0
GV31TMFLPY88,2019,399.0,34515.0
GV31TMFLPY88,2020,495.0,37965.0
GV31TMFLPY88,2021,434.0,19937.0
GV31TMFLPY88,2022,572.0,10242.0
GV31TMFLPY88,2023,533.0,12301.0
GV31TMFLPY88,2024,458.0,4525.0
GV31TMFLPY88,2025,474.0,1673.0
GV31TMFLPY88,2026,229.0,56.0
GY8NMUZQXVS7,2016,1829.7968442849244,55311.15909358686
GY8NMUZQXVS7,2017,1794.191189668252,53552.57355853528
GY8NMUZQXVS7,2018,1815.3320470969013,56761.53318086287
GY8NMUZQXVS7,2019,1976.6701695786976,52230.71363089132
GY8NMUZQXVS7,2020,2294.3393693618204,49599.233219377886
GY8NMUZQXVS7,2021,1979.451861345625,37235.725992091815
GY8NMUZQXVS7,2022,2037.8673884511031,30676.49680567672
GY8NMUZQXVS7,2023,2392.2549195576694,20799.265679670472
GY8NMUZQXVS7,2024,2476.2620109188806,14135.4448828189
GY8NMUZQXVS7,2025,2143.571675594349,4247.086989744941
GY8NMUZQXVS7,2026,1082.6344356881918,219.19731123388877
GYLUH9UXHDX5,2016,2508.0,117398.0
GYLUH9UXHDX5,2017,3162.0,164394.0
GYLUH9UXHDX5,2018,3651.0,176544.0
GYLUH9UXHDX5,2019,4441.0,180847.0
GYLUH9UXHDX5,2020,5390.0,209490.0
GYLUH9UXHDX5,2021,5951.0,157914.0
GYLUH9UXHDX5,2022,6224.0,108309.0
GYLUH9UXHDX5,2023,6767.0,88355.0
GYLUH9UXHDX5,2024,6758.0,50633.0
GYLUH9UXHDX5,2025,6789.0,16808.0
GYLUH9UXHDX5,2026,3768.0,653.0
GZRNJ1GZDBM1,2016,206.69995144888838,4866.7857727436085
GZRNJ1GZDBM1,2017,172.57192208193797,6164.938738852515
GZRNJ1GZDBM1,2018,190.92378693020376,3944.041129671157
GZRNJ1GZDBM1,2019,195.10929996577315,5276.644087688212
GZRNJ1GZDBM1,2020,225.05181629715418,5305.298753854801
GZRNJ1GZDBM1,2021,227.94947916793296,5383.53565136583
GZRNJ1GZDBM1,2022,200.5826631661331,2735.071787473998
GZRNJ1GZDBM1,2023,228.59340425032826,2133.6457605167966
GZRNJ1GZDBM1,2024,236.6424677802694,1118.1759055794225
GZRNJ1GZDBM1,2025,276.2438603475798,350.2952448230383
GZRNJ1GZDBM1,2026,128.1410913966629,18.673827389463437
H1HYA8Z1NTM5,2016,5186.0,149854.0
H1HYA8Z1NTM5,2017,5240.0,149158.0
H1HYA8Z1NTM5,2018,5378.0,160121.0
H1HYA8Z1NTM5,2019,5808.0,131152.0
H1HYA8Z1NTM5,2020,6782.0,148443.0
H1HYA8Z1NTM5,2021,6380.0,111912.0
H1HYA8Z1NTM5,2022,6647.0,71113.0
H1HYA8Z1NTM5,2023,6728.0,49526.0
H1HYA8Z1NTM5,2024,6598.0,27109.0
H1HYA8Z1NTM5,2025,6554.0,10179.0
H1HYA8Z1NTM5,2026,9465.0,417.0
H1TYS4PK8EC5,2016,58.0,1012.0
H1TYS4PK8EC5,2017,62.0,1339.0
H1TYS4PK8EC5,2018,73.0,879.0
H1TYS4PK8EC5,2019,85.0,1175.0
H1TYS4PK8EC5,2020,100.0,1638.0
H1TYS4PK8EC5,2021,125.0,2109.0
H1TYS4PK8EC5,2022,114.0,955.0
H1TYS4PK8EC5,2023,149.0,735.0
H1TYS4PK8EC5,2024,121.0,373.0
H1TYS4PK8EC5,2025,179.0,189.0
H1TYS4PK8EC5,2026,87.0,9.0
H2BMNX7DSKU8,2016,2681.0,71961.0
H2BMNX7DSKU8,2017,2484.0,69904.0
H2BMNX7DSKU8,2018,2680.0,73461.0
H2BMNX7DSKU8,2019,3873.0,65202.0
H2BMNX7DSKU8,2020,3524.0,75264.0
H2BMNX7DSKU8,2021,3447.0,65286.0
H2BMNX7DSKU8,2022,3601.0,48771.0
H2BMNX7DSKU8,2023,3834.0,34564.0
H2BMNX7DSKU8,2024,4320.0,20275.0
H2BMNX7DSKU8,2025,4260.0,8534.0
H2BMNX7DSKU8,2026,1889.0,345.0
H4CAHK2RD945,2016,1457.0,30728.0
H4CAHK2RD945,2017,1588.0,35807.0
H4CAHK2RD945,2018,1495.0,33963.0
H4CAHK2RD945,2019,1723.0,31617.0
H4CAHK2RD945,2020,1844.0,28878.0
H4CAHK2RD945,2021,1834.0,20249.0
H4CAHK2RD945,2022,1752.0,16477.0
H4CAHK2RD945,2023,1687.0,10432.0
H4CAHK2RD945,2024,1642.0,5678.0
H4CAHK2RD945,2025,1551.0,1840.0
H4CAHK2RD945,2026,735.0,81.0
H4VNDUN2VWU5,2016,942.0,53486.0
H4VNDUN2VWU5,2017,1004.0,41059.0
H4VNDUN2VWU5,2018,1125.0,26691.0
H4VNDUN2VWU5,2019,1327.0,28512.0
H4VNDUN2VWU5,2020,1469.0,26706.0
H4VNDUN2VWU5,2021,1268.0,21880.0
H4VNDUN2VWU5,2022,1222.0,16977.0
H4VNDUN2VWU5,2023,1383.0,10343.0
H4VNDUN2VWU5,2024,1284.0,5864.0
H4VNDUN2VWU5,2025,1588.0,1801.0
H4VNDUN2VWU5,2026,638.0,142.0
H58TR2D7DNE3,2016,55.0,3417.0
H58TR2D7DNE3,2017,79.0,3054.0
H58TR2D7DNE3,2018,88.0,4187.0
H58TR2D7DNE3,2019,102.0,4867.0
H58TR2D7DNE3,2020,109.0,7052.0
H58TR2D7DNE3,2021,103.0,2510.0
H58TR2D7DNE3,2022,79.0,1610.0
H58TR2D7DNE3,2023,93.0,1116.0
H58TR2D7DNE3,2024,101.0,1271.0
H58TR2D7DNE3,2025,139.0,511.0
H58TR2D7DNE3,2026,58.0,35.0
H59JKGFZKHL7,2016,1775.0,74917.0
H59JKGFZKHL7,2017,1875.0,60172.0
H59JKGFZKHL7,2018,2006.0,58492.0
H59JKGFZKHL7,2019,2113.0,88820.0
H59JKGFZKHL7,2020,2373.0,51680.0
H59JKGFZKHL7,2021,2327.0,35633.0
H59JKGFZKHL7,2022,2214.0,26133.0
H59JKGFZKHL7,2023,2831.0,20341.0
H59JKGFZKHL7,2024,2595.0,10844.0
H59JKGFZKHL7,2025,2422.0,3769.0
H59JKGFZKHL7,2026,1295.0,290.0
H5G9NWEFHXN4,2016,2003.0,282306.0
H5G9NWEFHXN4,2017,1999.0,282630.0
H5G9NWEFHXN4,2018,2070.0,303323.0
H5G9NWEFHXN4,2019,2596.0,286902.0
H5G9NWEFHXN4,2020,3660.0,280871.0
H5G9NWEFHXN4,2021,20168.0,196818.0
H5G9NWEFHXN4,2022,4246.0,134071.0
H5G9NWEFHXN4,2023,3902.0,100981.0
H5G9NWEFHXN4,2024,4210.0,54192.0
H5G9NWEFHXN4,2025,6930.0,18138.0
H5G9NWEFHXN4,2026,1950.0,857.0
H65GNDPBTRY7,2016,297.0,16295.0
H65GNDPBTRY7,2017,317.0,16547.0
H65GNDPBTRY7,2018,316.0,11141.0
H65GNDPBTRY7,2019,394.0,10087.0
H65GNDPBTRY7,2020,414.0,11888.0
H65GNDPBTRY7,2021,440.0,10224.0
H65GNDPBTRY7,2022,518.0,7193.0
H65GNDPBTRY7,2023,551.0,4312.0
H65GNDPBTRY7,2024,479.0,2591.0
H65GNDPBTRY7,2025,489.0,1116.0
H65GNDPBTRY7,2026,238.0,41.0
H6D6JMXJXDE6,2016,900.0,40294.0
H6D6JMXJXDE6,2017,887.0,35503.0
H6D6JMXJXDE6,2018,847.0,32273.0
H6D6JMXJXDE6,2019,989.0,36983.0
H6D6JMXJXDE6,2020,1243.0,41551.0
H6D6JMXJXDE6,2021,1166.0,22020.0
H6D6JMXJXDE6,2022,1136.0,16196.0
H6D6JMXJXDE6,2023,1179.0,12917.0
H6D6JMXJXDE6,2024,1230.0,7076.0
H6D6JMXJXDE6,2025,1238.0,2790.0
H6D6JMXJXDE6,2026,673.0,128.0
H6N1ZF5HJ2G3,2016,2450.017981462831,121649.98989351063
H6N1ZF5HJ2G3,2017,2408.934158490865,109532.63233733668
H6N1ZF5HJ2G3,2018,2402.6135703413315,98229.84057893383
H6N1ZF5HJ2G3,2019,2529.025333331997,93547.07483364837
H6N1ZF5HJ2G3,2020,3133.431575131115,110460.96872179938
H6N1ZF5HJ2G3,2021,3183.996280327381,77601.81107941332
H6N1ZF5HJ2G3,2022,3366.503263145154,59687.68411659868
H6N1ZF5HJ2G3,2023,3297.76686701898,35039.76055397503
H6N1ZF5HJ2G3,2024,3515.037084659186,22954.005938548737
H6N1ZF5HJ2G3,2025,3285.1256907199136,8166.989962715667
H6N1ZF5HJ2G3,2026,1512.990788294525,368.96433322900424
HB6KNGVNJRU1,2016,759.0,44123.0
HB6KNGVNJRU1,2017,741.0,21705.0
HB6KNGVNJRU1,2018,795.0,17539.0
HB6KNGVNJRU1,2019,958.0,21917.0
HB6KNGVNJRU1,2020,1013.0,22729.0
HB6KNGVNJRU1,2021,869.0,11235.0
HB6KNGVNJRU1,2022,916.0,9676.0
HB6KNGVNJRU1,2023,911.0,6235.0
HB6KNGVNJRU1,2024,897.0,3583.0
HB6KNGVNJRU1,2025,1000.0,1957.0
HB6KNGVNJRU1,2026,528.0,61.0
HD1WMN6945W6,2016,8252.81713065567,501107.4899120067
HD1WMN6945W6,2017,8359.48655662582,460689.32995522796
HD1WMN6945W6,2018,10690.823811784352,428101.5549745166
HD1WMN6945W6,2019,11430.610775975338,409065.0426413065
HD1WMN6945W6,2020,31732.296798303974,448340.08845112164
HD1WMN6945W6,2021,12018.088659303472,298542.24999469344
HD1WMN6945W6,2022,12000.575768472552,212953.03764835655
HD1WMN6945W6,2023,12533.392204661755,144632.06635496832
HD1WMN6945W6,2024,12319.522659059914,92649.03012584384
HD1WMN6945W6,2025,11596.187198376763,27204.418478018837
HD1WMN6945W6,2026,5165.241407798318,1266.7657701032142
HFT7XTHB6563,2016,548.8910123537001,22030.623586683538
HFT7XTHB6563,2017,620.5497313285439,24966.41481561167
HFT7XTHB6563,2018,11067.393645792557,22781.193261719014
HFT7XTHB6563,2019,776.9799761009476,21856.6480370075
HFT7XTHB6563,2020,925.8380366517829,30868.470697774253
HFT7XTHB6563,2021,926.576786331936,21484.87226047049
HFT7XTHB6563,2022,1017.812371830835,15328.317113495186
HFT7XTHB6563,2023,1051.7948571178742,10684.351936633213
HFT7XTHB6563,2024,1163.1613714009434,6874.250461243968
HFT7XTHB6563,2025,972.3792665014237,2267.4074558096827
HFT7XTHB6563,2026,449.71386779315606,64.08653475327522
HGAAKCE3A7P7,2016,118.0,2886.0
HGAAKCE3A7P7,2017,137.0,3007.0
HGAAKCE3A7P7,2018,110.0,1633.0
HGAAKCE3A7P7,2019,129.0,1765.0
HGAAKCE3A7P7,2020,189.0,2004.0
HGAAKCE3A7P7,2021,173.0,1229.0
HGAAKCE3A7P7,2022,183.0,1150.0
HGAAKCE3A7P7,2023,132.0,748.0
HGAAKCE3A7P7,2024,138.0,285.0
HGAAKCE3A7P7,2025,142.0,139.0
HGAAKCE3A7P7,2026,66.0,8.0
HH1NQ1B5MPV3,2016,427.0,21326.0
HH1NQ1B5MPV3,2017,456.0,13312.0
HH1NQ1B5MPV3,2018,486.0,10649.0
HH1NQ1B5MPV3,2019,551.0,8609.0
HH1NQ1B5MPV3,2020,674.0,9126.0
HH1NQ1B5MPV3,2021,608.0,8108.0
HH1NQ1B5MPV3,2022,681.0,4197.0
HH1NQ1B5MPV3,2023,628.0,3167.0
HH1NQ1B5MPV3,2024,726.0,2904.0
HH1NQ1B5MPV3,2025,958.0,1823.0
HH1NQ1B5MPV3,2026,469.0,47.0
HJD6G4D6TJY5,2016,16666.0,1178893.0
HJD6G4D6TJY5,2017,17613.0,1170046.0
HJD6G4D6TJY5,2018,18992.0,1072907.0
HJD6G4D6TJY5,2019,22014.0,1016056.0
HJD6G4D6TJY5,2020,27316.0,947284.0
HJD6G4D6TJY5,2021,25573.0,673822.0
HJD6G4D6TJY5,2022,26670.0,517330.0
HJD6G4D6TJY5,2023,25165.0,369051.0
HJD6G4D6TJY5,2024,25658.0,229944.0
HJD6G4D6TJY5,2025,25569.0,78086.0
HJD6G4D6TJY5,2026,12352.0,3683.0
HJMKEF7EJW69,2016,5140.0,219580.0
HJMKEF7EJW69,2017,5521.0,214242.0
HJMKEF7EJW69,2018,5637.0,216539.0
HJMKEF7EJW69,2019,5882.0,185874.0
HJMKEF7EJW69,2020,6764.0,208001.0
HJMKEF7EJW69,2021,6659.0,134586.0
HJMKEF7EJW69,2022,6880.0,99642.0
HJMKEF7EJW69,2023,7108.0,66634.0
HJMKEF7EJW69,2024,6860.0,45125.0
HJMKEF7EJW69,2025,6658.0,15004.0
HJMKEF7EJW69,2026,3085.0,598.0
HJNQME41NBU4,2016,777.0,18220.0
HJNQME41NBU4,2017,922.0,27278.0
HJNQME41NBU4,2018,908.0,27201.0
HJNQME41NBU4,2019,977.0,21770.0
HJNQME41NBU4,2020,1274.0,31079.0
HJNQME41NBU4,2021,1031.0,20051.0
HJNQME41NBU4,2022,1045.0,11789.0
HJNQME41NBU4,2023,1080.0,13063.0
HJNQME41NBU4,2024,1145.0,5265.0
HJNQME41NBU4,2025,1184.0,2083.0
HJNQME41NBU4,2026,518.0,91.0
HJTLACN81NK1,2016,1139.0,26586.0
HJTLACN81NK1,2017,1118.0,22292.0
HJTLACN81NK1,2018,1224.0,26933.0
HJTLACN81NK1,2019,1218.0,21192.0
HJTLACN81NK1,2020,3861.0,30447.0
HJTLACN81NK1,2021,1587.0,19024.0
HJTLACN81NK1,2022,1615.0,13815.0
HJTLACN81NK1,2023,1295.0,10030.0
HJTLACN81NK1,2024,1191.0,4499.0
HJTLACN81NK1,2025,1315.0,1690.0
HJTLACN81NK1,2026,660.0,93.0
HKJCKTFJNBM7,2016,931.0,22565.0
HKJCKTFJNBM7,2017,993.0,22165.0
HKJCKTFJNBM7,2018,1045.0,24004.0
HKJCKTFJNBM7,2019,1188.0,24645.0
HKJCKTFJNBM7,2020,1275.0,28944.0
HKJCKTFJNBM7,2021,1205.0,23385.0
HKJCKTFJNBM7,2022,1082.0,11806.0
HKJCKTFJNBM7,2023,1119.0,11496.0
HKJCKTFJNBM7,2024,1365.0,5932.0
HKJCKTFJNBM7,2025,1188.0,1725.0
HKJCKTFJNBM7,2026,599.0,78.0
HLTMVS2JZBS6,2016,2872.0,139816.0
HLTMVS2JZBS6,2017,3166.0,127497.0
HLTMVS2JZBS6,2018,3555.0,181304.0
HLTMVS2JZBS6,2019,3630.0,133546.0
HLTMVS2JZBS6,2020,3852.0,134880.0
HLTMVS2JZBS6,2021,4042.0,95466.0
HLTMVS2JZBS6,2022,4043.0,66332.0
HLTMVS2JZBS6,2023,4306.0,54245.0
HLTMVS2JZBS6,2024,4683.0,37909.0
HLTMVS2JZBS6,2025,4581.0,11608.0
HLTMVS2JZBS6,2026,1963.0,496.0
HMSNCM57QNR5,2016,1099.6057616419778,75900.31467490771
HMSNCM57QNR5,2017,1060.2185091395909,71821.84561099618
HMSNCM57QNR5,2018,1192.9481545585932,68132.93266087538
HMSNCM57QNR5,2019,1331.0733140190182,64412.186177910175
HMSNCM57QNR5,2020,1663.436978970666,87709.47625736991
HMSNCM57QNR5,2021,1681.7817267115036,71311.96953408173
HMSNCM57QNR5,2022,1686.6376893487843,49194.678375481155
HMSNCM57QNR5,2023,1911.091073471975,25320.607844993312
HMSNCM57QNR5,2024,1878.7179892234378,16637.607098131513
HMSNCM57QNR5,2025,1955.8738400157847,6128.224848248078
HMSNCM57QNR5,2026,876.2314803270715,232.54665518532502
HS5HWWK1AAU5,2016,774.0,19762.0
HS5HWWK1AAU5,2017,1003.0,19624.0
HS5HWWK1AAU5,2018,962.0,21440.0
HS5HWWK1AAU5,2019,1040.0,23830.0
HS5HWWK1AAU5,2020,1231.0,23148.0
HS5HWWK1AAU5,2021,1275.0,22807.0
HS5HWWK1AAU5,2022,1449.0,16581.0
HS5HWWK1AAU5,2023,1304.0,10739.0
HS5HWWK1AAU5,2024,1306.0,7580.0
HS5HWWK1AAU5,2025,1276.0,2714.0
HS5HWWK1AAU5,2026,576.0,113.0
HTQ6K6NJFHA6,2016,19.36787863311877,165.9561365229981
HTQ6K6NJFHA6,2017,18.22859165470002,90.00367129508135
HTQ6K6NJFHA6,2018,17.46906700242085,315.2027306958545
HTQ6K6NJFHA6,2019,20.127403285397936,332.6717976982753
HTQ6K6NJFHA6,2020,24.304788872933358,186.84306446067518
HTQ6K6NJFHA6,2021,25.064313525212526,93.42153223033759
HTQ6K6NJFHA6,2022,18.608353980839603,64.17983311758965
HTQ6K6NJFHA6,2023,14.051206067164598,57.72387357321672
HTQ6K6NJFHA6,2024,27.72264980818961,60.002447530054226
HTQ6K6NJFHA6,2025,42.533380527633376,22.78573956837502
HTQ6K6NJFHA6,2026,14.810730719443765,1.5190493045583349
HWPEKM8VFTJ9,2016,1415.0,36753.0
HWPEKM8VFTJ9,2017,1451.0,35241.0
HWPEKM8VFTJ9,2018,1675.0,40137.0
HWPEKM8VFTJ9,2019,1760.0,28970.0
HWPEKM8VFTJ9,2020,2025.0,42244.0
HWPEKM8VFTJ9,2021,1709.0,27521.0
HWPEKM8VFTJ9,2022,1795.0,18144.0
HWPEKM8VFTJ9,2023,1806.0,12408.0
HWPEKM8VFTJ9,2024,1958.0,7638.0
HWPEKM8VFTJ9,2025,1775.0,3054.0
HWPEKM8VFTJ9,2026,848.0,113.0
HYN3WD58HNN7,2016,0.12654334722193264,1.2021617986083601
HYN3WD58HNN7,2017,0.06327167361096632,0.44290171527676425
HYN3WD58HNN7,2018,0.12654334722193264,13.033964763859062
HYN3WD58HNN7,2019,0.18981502083289897,3.6697570694360464
HYN3WD58HNN7,2020,0.12654334722193264,2.151236902772855
HYN3WD58HNN7,2021,0.12654334722193264,0.8225317569425622
HYN3WD58HNN7,2022,0.5061733888877306,7.972230874981756
HYN3WD58HNN7,2023,0.7592600833315959,2.8472253124934843
HYN3WD58HNN7,2024,0.7592600833315959,3.6697570694360464
HYN3WD58HNN7,2025,0.5061733888877306,0.6959884097206295
HYN3WD58HNN7,2026,0.6959884097206295,0.12654334722193264
HYWTVM5HNFM3,2016,720.0,25955.0
HYWTVM5HNFM3,2017,803.0,21504.0
HYWTVM5HNFM3,2018,1012.0,21158.0
HYWTVM5HNFM3,2019,1123.0,22753.0
HYWTVM5HNFM3,2020,1487.0,21401.0
HYWTVM5HNFM3,2021,1396.0,17835.0
HYWTVM5HNFM3,2022,1447.0,12611.0
HYWTVM5HNFM3,2023,1509.0,8545.0
