uei,fiscal_year,works_count,cited_by_count
LMCJKRFW5R81,2025,2.510322711708222,3.4516937285988054
LMCJKRFW5R81,2026,3.4516937285988054,0.6275806779270555
LMF5HEYNM148,2016,83.0,1540.0
LMF5HEYNM148,2017,85.0,2245.0
LMF5HEYNM148,2018,120.0,1572.0
LMF5HEYNM148,2019,145.0,1513.0
LMF5HEYNM148,2020,151.0,3109.0
LMF5HEYNM148,2021,182.0,1538.0
LMF5HEYNM148,2022,183.0,1059.0
LMF5HEYNM148,2023,216.0,1177.0
LMF5HEYNM148,2024,224.0,532.0
LMF5HEYNM148,2025,329.0,329.0
LMF5HEYNM148,2026,191.0,21.0
LMLUKUPJJ9N3,2016,1739.0,49759.0
LMLUKUPJJ9N3,2017,1902.0,58673.0
LMLUKUPJJ9N3,2018,2048.0,50549.0
LMLUKUPJJ9N3,2019,2073.0,50109.0
LMLUKUPJJ9N3,2020,2382.0,49075.0
LMLUKUPJJ9N3,2021,2849.0,38059.0
LMLUKUPJJ9N3,2022,2365.0,29303.0
LMLUKUPJJ9N3,2023,2554.0,22189.0
LMLUKUPJJ9N3,2024,2441.0,11338.0
LMLUKUPJJ9N3,2025,2681.0,4362.0
LMLUKUPJJ9N3,2026,1160.0,228.0
LN53LCFJFL45,2016,1988.6669227531806,111908.45332799804
LN53LCFJFL45,2017,2183.428171561554,108683.57802153863
LN53LCFJFL45,2018,2358.28049271396,104793.42302073697
LN53LCFJFL45,2019,2499.868829149254,100132.01347465414
LN53LCFJFL45,2020,3462.174885166245,109734.17584368208
LN53LCFJFL45,2021,3046.6842210417153,88725.5581650783
LN53LCFJFL45,2022,3584.1016098170744,52082.62035356006
LN53LCFJFL45,2023,3017.500948204397,36765.111852040565
LN53LCFJFL45,2024,3185.9230566977335,21799.904809476666
LN53LCFJFL45,2025,3040.9959559971535,7186.875567932602
LN53LCFJFL45,2026,1546.589802442111,467.92162888310133
LNGXAKMH8J26,2016,11.0,74.0
LNGXAKMH8J26,2017,19.0,410.0
LNGXAKMH8J26,2018,35.0,1190.0
LNGXAKMH8J26,2019,50.0,537.0
LNGXAKMH8J26,2020,47.0,1078.0
LNGXAKMH8J26,2021,43.0,2410.0
LNGXAKMH8J26,2022,54.0,818.0
LNGXAKMH8J26,2023,65.0,343.0
LNGXAKMH8J26,2024,49.0,140.0
LNGXAKMH8J26,2025,44.0,60.0
LNGXAKMH8J26,2026,32.0,11.0
LT9CXX8L19G1,2016,3777.0,148330.0
LT9CXX8L19G1,2017,4351.0,166434.0
LT9CXX8L19G1,2018,4785.0,150948.0
LT9CXX8L19G1,2019,5021.0,188447.0
LT9CXX8L19G1,2020,5603.0,146831.0
LT9CXX8L19G1,2021,5786.0,107811.0
LT9CXX8L19G1,2022,5570.0,75414.0
LT9CXX8L19G1,2023,5794.0,47979.0
LT9CXX8L19G1,2024,5916.0,33299.0
LT9CXX8L19G1,2025,5992.0,11276.0
LT9CXX8L19G1,2026,2652.0,476.0
LTJVF4QSFCP9,2016,376.0,20966.0
LTJVF4QSFCP9,2017,388.0,23165.0
LTJVF4QSFCP9,2018,431.0,30609.0
LTJVF4QSFCP9,2019,405.0,21687.0
LTJVF4QSFCP9,2020,225.0,10458.0
LTJVF4QSFCP9,2021,110.0,3869.0
LTJVF4QSFCP9,2022,67.0,4977.0
LTJVF4QSFCP9,2023,44.0,614.0
LTJVF4QSFCP9,2024,58.0,69.0
LTJVF4QSFCP9,2025,69.0,80.0
LTJVF4QSFCP9,2026,8.0,0.0
LTNVSTJ3R6D5,2016,1002.0,29886.0
LTNVSTJ3R6D5,2017,1053.0,38581.0
LTNVSTJ3R6D5,2018,1048.0,28596.0
LTNVSTJ3R6D5,2019,1202.0,24081.0
LTNVSTJ3R6D5,2020,1385.0,25362.0
LTNVSTJ3R6D5,2021,1401.0,27201.0
LTNVSTJ3R6D5,2022,1303.0,15297.0
LTNVSTJ3R6D5,2023,1394.0,11322.0
LTNVSTJ3R6D5,2024,1556.0,7033.0
LTNVSTJ3R6D5,2025,1477.0,2845.0
LTNVSTJ3R6D5,2026,614.0,270.0
LV8GL8MLU9A3,2016,7.0,155.0
LV8GL8MLU9A3,2017,49.0,630.0
LV8GL8MLU9A3,2018,106.0,2352.0
LV8GL8MLU9A3,2019,237.0,6821.0
LV8GL8MLU9A3,2020,411.0,14016.0
LV8GL8MLU9A3,2021,501.0,11974.0
LV8GL8MLU9A3,2022,486.0,8242.0
LV8GL8MLU9A3,2023,735.0,6531.0
LV8GL8MLU9A3,2024,618.0,2710.0
LV8GL8MLU9A3,2025,644.0,1030.0
LV8GL8MLU9A3,2026,368.0,56.0
LWLJAPATKEL8,2016,85.0,2075.0
LWLJAPATKEL8,2017,69.0,2640.0
LWLJAPATKEL8,2018,86.0,1431.0
LWLJAPATKEL8,2019,96.0,1825.0
LWLJAPATKEL8,2020,111.0,2054.0
LWLJAPATKEL8,2021,142.0,2176.0
LWLJAPATKEL8,2022,109.0,1329.0
LWLJAPATKEL8,2023,121.0,1285.0
LWLJAPATKEL8,2024,104.0,799.0
LWLJAPATKEL8,2025,126.0,113.0
LWLJAPATKEL8,2026,75.0,7.0
LXCNYLGGX6N7,2016,124.0,11423.0
LXCNYLGGX6N7,2017,136.0,4067.0
LXCNYLGGX6N7,2018,139.0,3923.0
LXCNYLGGX6N7,2019,132.0,4749.0
LXCNYLGGX6N7,2020,152.0,14189.0
LXCNYLGGX6N7,2021,146.0,3604.0
LXCNYLGGX6N7,2022,130.0,1776.0
LXCNYLGGX6N7,2023,119.0,767.0
LXCNYLGGX6N7,2024,135.0,434.0
LXCNYLGGX6N7,2025,125.0,233.0
LXCNYLGGX6N7,2026,59.0,10.0
LXEJEU58YZG6,2016,117.0,10761.0
LXEJEU58YZG6,2017,181.0,5724.0
LXEJEU58YZG6,2018,190.0,7939.0
LXEJEU58YZG6,2019,147.0,4180.0
LXEJEU58YZG6,2020,156.0,7349.0
LXEJEU58YZG6,2021,148.0,5736.0
LXEJEU58YZG6,2022,135.0,2381.0
LXEJEU58YZG6,2023,151.0,4454.0
LXEJEU58YZG6,2024,180.0,586.0
LXEJEU58YZG6,2025,146.0,1146.0
LXEJEU58YZG6,2026,62.0,11.0
LXHMMWRKN5N8,2016,1822.0,45498.0
LXHMMWRKN5N8,2017,1920.0,51998.0
LXHMMWRKN5N8,2018,1826.0,40352.0
LXHMMWRKN5N8,2019,1681.0,40216.0
LXHMMWRKN5N8,2020,1887.0,33338.0
LXHMMWRKN5N8,2021,1640.0,26663.0
LXHMMWRKN5N8,2022,1482.0,14758.0
LXHMMWRKN5N8,2023,1641.0,11870.0
LXHMMWRKN5N8,2024,1678.0,7864.0
LXHMMWRKN5N8,2025,1732.0,4813.0
LXHMMWRKN5N8,2026,741.0,401.0
LZYFSK879778,2016,650.9820185371689,32323.010106489357
LZYFSK879778,2017,640.0658415091351,29103.367662663317
LZYFSK879778,2018,638.3864296586684,26100.15942106617
LZYFSK879778,2019,671.974666668003,24855.92516635163
LZYFSK879778,2020,832.5684248688848,29350.03127820062
LZYFSK879778,2021,846.0037196726187,20619.18892058667
LZYFSK879778,2022,894.4967368548457,15859.315883401321
LZYFSK879778,2023,876.2331329810199,9310.239446024972
LZYFSK879778,2024,933.962915340814,6098.994061451263
LZYFSK879778,2025,872.8743092800864,2170.010037284332
LZYFSK879778,2026,402.00921170547514,98.03566677099576
M1K8LJAET5R1,2016,766.0,14245.0
M1K8LJAET5R1,2017,750.0,17195.0
M1K8LJAET5R1,2018,772.0,19146.0
M1K8LJAET5R1,2019,713.0,43052.0
M1K8LJAET5R1,2020,835.0,14384.0
M1K8LJAET5R1,2021,810.0,12065.0
M1K8LJAET5R1,2022,817.0,9600.0
M1K8LJAET5R1,2023,831.0,5481.0
M1K8LJAET5R1,2024,779.0,3770.0
M1K8LJAET5R1,2025,806.0,1358.0
M1K8LJAET5R1,2026,386.0,49.0
M1LVPE5GLSD9,2016,3281.855051469164,125112.37668731708
M1LVPE5GLSD9,2017,3863.3053012828077,117133.722874223
M1LVPE5GLSD9,2018,3523.31163279934,125331.03129806633
M1LVPE5GLSD9,2019,3795.713745632202,113112.43249105806
M1LVPE5GLSD9,2020,4334.410300606607,118520.97847724477
M1LVPE5GLSD9,2021,4340.517971297927,89594.2357270621
M1LVPE5GLSD9,2022,4279.441264384729,70572.91330406185
M1LVPE5GLSD9,2023,4465.521631446938,45943.12047424568
M1LVPE5GLSD9,2024,4468.779055815642,26377.808181671884
M1LVPE5GLSD9,2025,4152.808892051366,9904.60597109025
M1LVPE5GLSD9,2026,2223.5993096864895,342.8439148060839
M2EEE68GGCY9,2016,1143.0,36968.0
M2EEE68GGCY9,2017,1119.0,24959.0
M2EEE68GGCY9,2018,1065.0,37984.0
M2EEE68GGCY9,2019,1030.0,26914.0
M2EEE68GGCY9,2020,1132.0,29186.0
M2EEE68GGCY9,2021,1054.0,18289.0
M2EEE68GGCY9,2022,986.0,15960.0
M2EEE68GGCY9,2023,1105.0,8428.0
M2EEE68GGCY9,2024,1037.0,5546.0
M2EEE68GGCY9,2025,1008.0,1488.0
M2EEE68GGCY9,2026,399.0,48.0
M2XKLRTA9G44,2016,239.0,18950.0
M2XKLRTA9G44,2017,212.0,11637.0
M2XKLRTA9G44,2018,238.0,15378.0
M2XKLRTA9G44,2019,245.0,14173.0
M2XKLRTA9G44,2020,292.0,9727.0
M2XKLRTA9G44,2021,279.0,6532.0
M2XKLRTA9G44,2022,307.0,3954.0
M2XKLRTA9G44,2023,292.0,3047.0
M2XKLRTA9G44,2024,304.0,1498.0
M2XKLRTA9G44,2025,297.0,639.0
M2XKLRTA9G44,2026,120.0,36.0
M3GAQBN4BWH6,2016,454.0,22477.0
M3GAQBN4BWH6,2017,420.0,19393.0
M3GAQBN4BWH6,2018,227.0,15086.0
M3GAQBN4BWH6,2019,150.0,6803.0
M3GAQBN4BWH6,2020,597.0,20085.0
M3GAQBN4BWH6,2021,273.0,6934.0
M3GAQBN4BWH6,2022,492.0,4446.0
M3GAQBN4BWH6,2023,269.0,2035.0
M3GAQBN4BWH6,2024,264.0,1425.0
M3GAQBN4BWH6,2025,173.0,513.0
M3GAQBN4BWH6,2026,72.0,29.0
M3KHEEYRM1S6,2016,1090.0,46649.0
M3KHEEYRM1S6,2017,1223.0,52812.0
M3KHEEYRM1S6,2018,1279.0,35512.0
M3KHEEYRM1S6,2019,1419.0,37843.0
M3KHEEYRM1S6,2020,1568.0,46298.0
M3KHEEYRM1S6,2021,1500.0,27839.0
M3KHEEYRM1S6,2022,1402.0,20409.0
M3KHEEYRM1S6,2023,1434.0,13493.0
M3KHEEYRM1S6,2024,1526.0,6502.0
M3KHEEYRM1S6,2025,1505.0,3008.0
M3KHEEYRM1S6,2026,732.0,138.0
M5QFLTCTSQN6,2016,865.0,35925.0
M5QFLTCTSQN6,2017,981.0,44264.0
M5QFLTCTSQN6,2018,1028.0,47326.0
M5QFLTCTSQN6,2019,1172.0,40622.0
M5QFLTCTSQN6,2020,1476.0,63596.0
M5QFLTCTSQN6,2021,1452.0,41748.0
M5QFLTCTSQN6,2022,1478.0,26716.0
M5QFLTCTSQN6,2023,1521.0,22044.0
M5QFLTCTSQN6,2024,1619.0,13968.0
M5QFLTCTSQN6,2025,1831.0,7050.0
M5QFLTCTSQN6,2026,791.0,203.0
M5SZJ6VHUHN8,2016,6042.322547798033,269222.68274677964
M5SZJ6VHUHN8,2017,6529.2656605895745,294343.9904608846
M5SZJ6VHUHN8,2018,7110.97315161899,283939.5906871216
M5SZJ6VHUHN8,2019,8002.48726381069,253242.49274885125
M5SZJ6VHUHN8,2020,9706.788158581085,276239.62047691643
M5SZJ6VHUHN8,2021,9320.441078072825,220455.4757920579
M5SZJ6VHUHN8,2022,9458.213904895581,141001.37629364527
M5SZJ6VHUHN8,2023,10138.330557941254,116163.6327574983
M5SZJ6VHUHN8,2024,10999.228486394562,61913.21308658199
M5SZJ6VHUHN8,2025,10861.455659571806,23349.942797812353
M5SZJ6VHUHN8,2026,5177.050878810668,1011.7919768782326
M6K6NTJ2MNE5,2016,3879.0,158325.0
M6K6NTJ2MNE5,2017,4344.0,128713.0
M6K6NTJ2MNE5,2018,4203.0,111938.0
M6K6NTJ2MNE5,2019,4210.0,99429.0
M6K6NTJ2MNE5,2020,5099.0,112465.0
M6K6NTJ2MNE5,2021,4805.0,92767.0
M6K6NTJ2MNE5,2022,5152.0,55534.0
M6K6NTJ2MNE5,2023,4509.0,34333.0
M6K6NTJ2MNE5,2024,4990.0,22269.0
M6K6NTJ2MNE5,2025,4581.0,7546.0
M6K6NTJ2MNE5,2026,2336.0,293.0
M746VC6XMNH9,2016,0.7006381398554252,6.65606232862654
M746VC6XMNH9,2017,0.3503190699277126,2.452233489493988
M746VC6XMNH9,2018,0.7006381398554252,72.1657284051088
M746VC6XMNH9,2019,1.050957209783138,20.318506055807333
M746VC6XMNH9,2020,0.7006381398554252,11.910848377542228
M746VC6XMNH9,2021,0.7006381398554252,4.554147909060264
M746VC6XMNH9,2022,2.802552559421701,44.140202810891786
M746VC6XMNH9,2023,4.203828839132552,15.764358146747067
M746VC6XMNH9,2024,4.203828839132552,20.318506055807333
M746VC6XMNH9,2025,2.802552559421701,3.853509769204839
M746VC6XMNH9,2026,3.853509769204839,0.7006381398554252
M7KCJ79FAVH5,2016,914.0,33293.0
M7KCJ79FAVH5,2017,1094.0,22068.0
M7KCJ79FAVH5,2018,975.0,32966.0
M7KCJ79FAVH5,2019,1125.0,25070.0
M7KCJ79FAVH5,2020,1250.0,40765.0
M7KCJ79FAVH5,2021,1253.0,19377.0
M7KCJ79FAVH5,2022,1266.0,15118.0
M7KCJ79FAVH5,2023,1250.0,8956.0
M7KCJ79FAVH5,2024,1328.0,5559.0
M7KCJ79FAVH5,2025,1340.0,2320.0
M7KCJ79FAVH5,2026,699.0,66.0
M7PNRH24BBM8,2016,2845.0,101870.0
M7PNRH24BBM8,2017,3457.0,113922.0
M7PNRH24BBM8,2018,3576.0,104115.0
M7PNRH24BBM8,2019,3635.0,94730.0
M7PNRH24BBM8,2020,4353.0,82313.0
M7PNRH24BBM8,2021,4270.0,68799.0
M7PNRH24BBM8,2022,4030.0,38306.0
M7PNRH24BBM8,2023,4563.0,37807.0
M7PNRH24BBM8,2024,4550.0,20384.0
M7PNRH24BBM8,2025,4193.0,6322.0
M7PNRH24BBM8,2026,1793.0,271.0
M9ACC5DQCNL6,2016,834.5693358738456,26185.48746174716
M9ACC5DQCNL6,2017,721.1278752490773,20645.846091590527
M9ACC5DQCNL6,2018,716.1304540761801,19322.02922289004
M9ACC5DQCNL6,2019,746.1149811135638,18636.882780085823
M9ACC5DQCNL6,2020,903.0340059425383,20159.597011467624
M9ACC5DQCNL6,2021,1232.364061236469,13941.305846031539
M9ACC5DQCNL6,2022,1644.1515658832047,11824.897979309542
M9ACC5DQCNL6,2023,1723.1108204149818,8613.05539148846
M9ACC5DQCNL6,2024,970.9989338939413,4619.616132226245
M9ACC5DQCNL6,2025,967.5007390729132,2076.928239456109
M9ACC5DQCNL6,2026,411.28776252944607,52.972664432711156
MAYKB1LWD5U9,2016,13.0,373.0
MAYKB1LWD5U9,2017,20.0,661.0
MAYKB1LWD5U9,2018,20.0,278.0
MAYKB1LWD5U9,2019,14.0,154.0
MAYKB1LWD5U9,2020,31.0,1087.0
MAYKB1LWD5U9,2021,51.0,844.0
MAYKB1LWD5U9,2022,103.0,884.0
MAYKB1LWD5U9,2023,209.0,2599.0
MAYKB1LWD5U9,2024,325.0,1359.0
MAYKB1LWD5U9,2025,342.0,695.0
MAYKB1LWD5U9,2026,202.0,41.0
MBD2CZMR5N48,2016,25.0,693.0
MBD2CZMR5N48,2017,23.0,103.0
MBD2CZMR5N48,2018,23.0,392.0
MBD2CZMR5N48,2019,47.0,526.0
MBD2CZMR5N48,2020,26.0,229.0
MBD2CZMR5N48,2021,31.0,135.0
MBD2CZMR5N48,2022,43.0,240.0
MBD2CZMR5N48,2023,19.0,101.0
MBD2CZMR5N48,2024,10.0,31.0
MBD2CZMR5N48,2025,12.0,2.0
MBD2CZMR5N48,2026,1.0,0.0
MBKKNQM9QME3,2016,583.0,25466.0
MBKKNQM9QME3,2017,513.0,20732.0
MBKKNQM9QME3,2018,583.0,17668.0
MBKKNQM9QME3,2019,592.0,14765.0
MBKKNQM9QME3,2020,682.0,31329.0
MBKKNQM9QME3,2021,644.0,14277.0
MBKKNQM9QME3,2022,618.0,13157.0
MBKKNQM9QME3,2023,703.0,6893.0
MBKKNQM9QME3,2024,625.0,3696.0
MBKKNQM9QME3,2025,527.0,963.0
MBKKNQM9QME3,2026,188.0,80.0
MBU6HCLNZ431,2016,130.98469071872543,5632.722055723977
MBU6HCLNZ431,2017,137.97371051388063,4659.3940744558295
MBU6HCLNZ431,2018,139.59021849371246,5459.185169653796
MBU6HCLNZ431,2019,147.00713745999963,4165.836152731296
MBU6HCLNZ431,2020,170.20878140582104,4785.4341525303635
MBU6HCLNZ431,2021,177.9109664861962,3209.3864165466866
MBU6HCLNZ431,2022,186.89684907996718,2953.0748130386473
MBU6HCLNZ431,2023,197.78450576765798,1780.6786284894458
MBU6HCLNZ431,2024,217.3727789350318,1219.5126377260642
MBU6HCLNZ431,2025,217.18260152563983,450.3876497925539
MBU6HCLNZ431,2026,104.78775257498033,22.39338995590551
MC4RJJM9XLT5,2016,884.0,17236.0
MC4RJJM9XLT5,2017,810.0,17439.0
MC4RJJM9XLT5,2018,889.0,14450.0
MC4RJJM9XLT5,2019,898.0,27259.0
MC4RJJM9XLT5,2020,1339.0,57462.0
MC4RJJM9XLT5,2021,1142.0,13427.0
MC4RJJM9XLT5,2022,904.0,7792.0
MC4RJJM9XLT5,2023,866.0,5484.0
MC4RJJM9XLT5,2024,1027.0,3625.0
MC4RJJM9XLT5,2025,1029.0,1238.0
MC4RJJM9XLT5,2026,797.0,88.0
MCKWJYCWNVN3,2016,444.0,29690.0
MCKWJYCWNVN3,2017,510.0,25650.0
MCKWJYCWNVN3,2018,540.0,24589.0
MCKWJYCWNVN3,2019,650.0,25488.0
MCKWJYCWNVN3,2020,740.0,35590.0
MCKWJYCWNVN3,2021,737.0,18255.0
MCKWJYCWNVN3,2022,665.0,16151.0
MCKWJYCWNVN3,2023,702.0,8773.0
MCKWJYCWNVN3,2024,785.0,5793.0
MCKWJYCWNVN3,2025,849.0,2007.0
MCKWJYCWNVN3,2026,346.0,96.0
MECEHTM8DB17,2016,76.91220776379954,7859.903232043741
MECEHTM8DB17,2017,103.13227859236756,2129.943753640676
MECEHTM8DB17,2018,111.87230220189024,2020.6934585216425
MECEHTM8DB17,2019,108.37629275808116,1731.398677046442
MECEHTM8DB17,2020,144.21038955712413,2077.50361198354
MECEHTM8DB17,2021,138.09237303045825,2227.83201806733
MECEHTM8DB17,2022,163.438441498074,1876.4830689645182
MECEHTM8DB17,2023,180.04448635616708,1168.5411565931815
MECEHTM8DB17,2024,264.82271536853705,964.8986064913033
MECEHTM8DB17,2025,243.84665870568261,562.8575204532602
MECEHTM8DB17,2026,122.36033053331745,13.98403777523628
MG5BM5RM42J9,2016,485.15740294288577,18495.392026061003
MG5BM5RM42J9,2017,571.1133299158934,17315.905759229012
MG5BM5RM42J9,2018,520.8519860626291,18527.71578851514
MG5BM5RM42J9,2019,561.1212543714121,16721.437457558546
MG5BM5RM42J9,2020,640.7568925964043,17520.984080795562
MG5BM5RM42J9,2021,641.659790988978,13244.73690711461
MG5BM5RM42J9,2022,632.6308070632418,10432.810346509534
MG5BM5RM42J9,2023,660.1391114236511,6791.7822886172
MG5BM5RM42J9,2024,660.6206572330237,3899.4375778469016
MG5BM5RM42J9,2025,613.9107137238824,1464.2002266235356
MG5BM5RM42J9,2026,328.7152081229652,50.682696436465235
MGUCX773RNJ8,2016,156.84832201583458,10982.470525723804
MGUCX773RNJ8,2017,148.11677931026878,9406.427067369175
MGUCX773RNJ8,2018,154.0797840848015,11269.014201585725
MGUCX773RNJ8,2019,154.6121952253848,7433.8437915081195
MGUCX773RNJ8,2020,158.55203766570108,8787.23291087082
MGUCX773RNJ8,2021,146.20009920416896,5489.158859413627
MGUCX773RNJ8,2022,133.2092673739369,3408.6026042422814
MGUCX773RNJ8,2023,121.07029336863809,2482.8461129960724
MGUCX773RNJ8,2024,124.6906891246044,1225.3974811664796
MGUCX773RNJ8,2025,138.3204143235364,470.3320015912704
MGUCX773RNJ8,2026,62.29210344824388,22.787196816964425
MJ3JH8CRJBZ7,2016,1507.0,51770.0
MJ3JH8CRJBZ7,2017,1543.0,48785.0
MJ3JH8CRJBZ7,2018,1714.0,44430.0
MJ3JH8CRJBZ7,2019,1730.0,42703.0
MJ3JH8CRJBZ7,2020,2008.0,47965.0
MJ3JH8CRJBZ7,2021,1883.0,40351.0
MJ3JH8CRJBZ7,2022,1948.0,28783.0
MJ3JH8CRJBZ7,2023,2128.0,19037.0
MJ3JH8CRJBZ7,2024,2207.0,11482.0
MJ3JH8CRJBZ7,2025,2106.0,4923.0
MJ3JH8CRJBZ7,2026,979.0,191.0
MJC5FCYQTPE6,2016,6561.0,272298.0
MJC5FCYQTPE6,2017,6682.0,297775.0
MJC5FCYQTPE6,2018,7180.0,283865.0
MJC5FCYQTPE6,2019,7736.0,265104.0
MJC5FCYQTPE6,2020,9005.0,348080.0
MJC5FCYQTPE6,2021,9852.0,209959.0
MJC5FCYQTPE6,2022,9901.0,157376.0
MJC5FCYQTPE6,2023,9937.0,117081.0
MJC5FCYQTPE6,2024,10029.0,59497.0
MJC5FCYQTPE6,2025,9676.0,22676.0
MJC5FCYQTPE6,2026,4322.0,1132.0
MJL7LEL4B6M6,2016,307.0,11716.0
MJL7LEL4B6M6,2017,358.0,9707.0
MJL7LEL4B6M6,2018,358.0,10482.0
MJL7LEL4B6M6,2019,373.0,8322.0
MJL7LEL4B6M6,2020,414.0,10637.0
MJL7LEL4B6M6,2021,349.0,7655.0
MJL7LEL4B6M6,2022,408.0,4901.0
MJL7LEL4B6M6,2023,466.0,4117.0
MJL7LEL4B6M6,2024,514.0,2237.0
MJL7LEL4B6M6,2025,497.0,684.0
MJL7LEL4B6M6,2026,246.0,13.0
MKAGLD59JRL1,2016,9081.0,466619.0
MKAGLD59JRL1,2017,9663.0,437971.0
MKAGLD59JRL1,2018,10405.0,416417.0
MKAGLD59JRL1,2019,11060.0,381427.0
MKAGLD59JRL1,2020,12857.0,395017.0
MKAGLD59JRL1,2021,12557.0,292264.0
MKAGLD59JRL1,2022,13140.0,223925.0
MKAGLD59JRL1,2023,13593.0,138517.0
MKAGLD59JRL1,2024,14004.0,88055.0
MKAGLD59JRL1,2025,13232.0,34666.0
MKAGLD59JRL1,2026,6134.0,1747.0
MLQFL4JSSAA9,2016,3443.0,146145.0
MLQFL4JSSAA9,2017,3858.0,147190.0
MLQFL4JSSAA9,2018,4033.0,149348.0
MLQFL4JSSAA9,2019,4275.0,126925.0
MLQFL4JSSAA9,2020,4851.0,128800.0
MLQFL4JSSAA9,2021,4656.0,102588.0
MLQFL4JSSAA9,2022,4713.0,63674.0
MLQFL4JSSAA9,2023,4736.0,55486.0
MLQFL4JSSAA9,2024,4721.0,27036.0
MLQFL4JSSAA9,2025,4877.0,10987.0
MLQFL4JSSAA9,2026,2503.0,433.0
MND6UJJX4PB3,2016,95.0,9867.0
MND6UJJX4PB3,2017,96.0,6321.0
MND6UJJX4PB3,2018,90.0,5763.0
MND6UJJX4PB3,2019,81.0,4577.0
MND6UJJX4PB3,2020,97.0,4129.0
MND6UJJX4PB3,2021,110.0,3621.0
MND6UJJX4PB3,2022,93.0,944.0
MND6UJJX4PB3,2023,76.0,591.0
MND6UJJX4PB3,2024,100.0,581.0
MND6UJJX4PB3,2025,64.0,90.0
MND6UJJX4PB3,2026,18.0,13.0
MNJ3PQ7MXFN6,2016,177.94672710060033,6783.766376677439
MNJ3PQ7MXFN6,2017,209.4737651030392,6351.152714452097
MNJ3PQ7MXFN6,2018,191.03883741954027,6795.622132564911
MNJ3PQ7MXFN6,2019,205.8088573240442,6133.112779359599
MNJ3PQ7MXFN6,2020,235.0177307674802,6426.371634952313
MNJ3PQ7MXFN6,2021,235.34889713305205,4857.9235720886845
MNJ3PQ7MXFN6,2022,232.03723347733367,3826.5611209094604
MNJ3PQ7MXFN6,2023,242.1267687484223,2491.099635104471
MNJ3PQ7MXFN6,2024,242.30339081006062,1430.2412996316489
MNJ3PQ7MXFN6,2025,225.17105083114427,537.0414561689954
MNJ3PQ7MXFN6,2026,120.5666348258534,18.589471987432443
MNJDKB4FXLM6,2016,1007.0,28290.0
MNJDKB4FXLM6,2017,981.0,31295.0
MNJDKB4FXLM6,2018,1651.0,33505.0
MNJDKB4FXLM6,2019,1315.0,19587.0
MNJDKB4FXLM6,2020,1491.0,21438.0
MNJDKB4FXLM6,2021,2768.0,18414.0
MNJDKB4FXLM6,2022,2299.0,16664.0
MNJDKB4FXLM6,2023,2722.0,9577.0
MNJDKB4FXLM6,2024,2718.0,5333.0
MNJDKB4FXLM6,2025,1739.0,2349.0
MNJDKB4FXLM6,2026,1094.0,111.0
MNS7B9CVKDN7,2016,2486.0,82698.0
MNS7B9CVKDN7,2017,2539.0,72476.0
MNS7B9CVKDN7,2018,2707.0,67572.0
MNS7B9CVKDN7,2019,3063.0,61576.0
MNS7B9CVKDN7,2020,3131.0,85689.0
MNS7B9CVKDN7,2021,3075.0,69732.0
MNS7B9CVKDN7,2022,4790.0,37541.0
MNS7B9CVKDN7,2023,2791.0,24704.0
MNS7B9CVKDN7,2024,2824.0,12209.0
MNS7B9CVKDN7,2025,2890.0,3889.0
MNS7B9CVKDN7,2026,1231.0,193.0
MPYFY5UMSDP4,2016,61.0,3477.0
MPYFY5UMSDP4,2017,83.0,2395.0
MPYFY5UMSDP4,2018,77.0,1377.0
MPYFY5UMSDP4,2019,75.0,1741.0
MPYFY5UMSDP4,2020,115.0,2153.0
MPYFY5UMSDP4,2021,113.0,1526.0
MPYFY5UMSDP4,2022,127.0,2019.0
MPYFY5UMSDP4,2023,119.0,1285.0
MPYFY5UMSDP4,2024,160.0,603.0
MPYFY5UMSDP4,2025,121.0,139.0
MPYFY5UMSDP4,2026,45.0,0.0
MQE2JHHJW9Q8,2016,2119.0,113591.0
MQE2JHHJW9Q8,2017,2394.0,118332.0
MQE2JHHJW9Q8,2018,2279.0,115053.0
MQE2JHHJW9Q8,2019,2500.0,83382.0
MQE2JHHJW9Q8,2020,2861.0,91866.0
MQE2JHHJW9Q8,2021,2922.0,74401.0
MQE2JHHJW9Q8,2022,2995.0,54994.0
MQE2JHHJW9Q8,2023,3060.0,36278.0
MQE2JHHJW9Q8,2024,3324.0,21024.0
MQE2JHHJW9Q8,2025,6155.0,7794.0
MQE2JHHJW9Q8,2026,1447.0,286.0
MR5QC5FCAVH5,2016,3098.0,145118.0
MR5QC5FCAVH5,2017,3553.0,139198.0
MR5QC5FCAVH5,2018,4069.0,145641.0
MR5QC5FCAVH5,2019,4944.0,141176.0
MR5QC5FCAVH5,2020,4743.0,117789.0
MR5QC5FCAVH5,2021,4814.0,93147.0
MR5QC5FCAVH5,2022,5303.0,72645.0
MR5QC5FCAVH5,2023,5113.0,52539.0
MR5QC5FCAVH5,2024,5000.0,29188.0
MR5QC5FCAVH5,2025,4636.0,9943.0
MR5QC5FCAVH5,2026,2448.0,377.0
MR7ZQXJSQKA5,2019,1.0,3.0
MR7ZQXJSQKA5,2024,3.0,23.0
MR7ZQXJSQKA5,2025,2.0,2.0
MR7ZQXJSQKA5,2026,2.0,0.0
MSPWVMXXMN76,2016,1725.0,74624.0
MSPWVMXXMN76,2017,1743.0,59725.0
MSPWVMXXMN76,2018,1921.0,48846.0
MSPWVMXXMN76,2019,1718.0,41904.0
