uei,name,city,state_code,fiscal_year,agency,total_obligations,award_count
JW7MLW3RRK34,"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",OAK RIDGE,TN,2025,Department of the Army,12835902.49,66
JW7MLW3RRK34,"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",OAK RIDGE,TN,2026,Department of Energy,3028913.21,0
JW7MLW3RRK34,"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",OAK RIDGE,TN,2026,Department of the Army,18479318.360000003,87
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2016,Department of Defense,941041.0,7
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2016,National Aeronautics and Space Administration,958519.0,14
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2016,National Institutes of Health,8818954.0,15
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2016,National Science Foundation,7014688.0,35
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2017,Defense Threat Reduction Agency,150000.0,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2017,Department of Energy,604446.0,5
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2017,Department of the Air Force,725855.0,4
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2017,Department of the Army,382268.0,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2017,Department of the Navy,270000.0,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2017,National Aeronautics and Space Administration,809658.36,3
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2017,National Institutes of Health,3126789.0,4
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2017,National Science Foundation,8827239.0,30
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2018,Department of Energy,0.0,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2018,Department of the Air Force,377013.0,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2018,Department of the Army,417124.0,2
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2018,Department of the Navy,195000.0,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2018,National Aeronautics and Space Administration,822620.52,3
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2018,National Institutes of Health,4431982.0,6
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2018,National Science Foundation,9852190.0,19
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2019,Department of Energy,2187920.0,2
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2019,Department of the Air Force,112804.0,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2019,Department of the Army,141626.76,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2019,Department of the Navy,765705.0,2
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2019,National Aeronautics and Space Administration,1181068.26,4
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2019,National Institutes of Health,6435839.0,9
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2019,National Science Foundation,6938736.0,21
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2020,Department of Energy,5226047.8,2
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2020,Department of the Air Force,263923.7,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2020,Department of the Army,119804.74,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2020,Department of the Navy,379392.0,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2020,National Aeronautics and Space Administration,1278735.54,4
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2020,National Institutes of Health,6689616.0,7
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2020,National Science Foundation,6632926.0,18
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2021,Department of Energy,957268.0,3
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2021,Department of the Air Force,155000.0,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2021,Department of the Army,310839.0,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2021,Department of the Navy,1795953.1700000002,5
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2021,National Aeronautics and Space Administration,1116671.67,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2021,National Institutes of Health,4901189.84,2
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2021,National Science Foundation,6902756.0,15
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2022,Department of Energy,580526.85,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2022,Department of the Air Force,88139.53,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2022,Department of the Army,-3645.84,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2022,Department of the Navy,682781.91,3
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2022,National Aeronautics and Space Administration,1153188.81,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2022,National Institutes of Health,5482644.55,9
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2022,National Science Foundation,8016357.0,24
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2023,Department of Energy,2468067.2,2
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2023,Department of the Air Force,102500.0,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2023,Department of the Army,1035469.91,3
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2023,Department of the Navy,915236.12,2
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2023,National Aeronautics and Space Administration,1106814.99,7
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2023,National Institutes of Health,4089933.37,3
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2023,National Science Foundation,5417034.0,12
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2024,Department of Energy,1392665.5999999999,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2024,Department of the Air Force,93213.0,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2024,Department of the Army,336569.61,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2024,Department of the Navy,885319.0,4
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2024,National Aeronautics and Space Administration,1264055.8,2
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2024,National Institutes of Health,5518498.109999999,7
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2024,National Science Foundation,9330500.0,19
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2024,Washington Headquarters Services,135304.0,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2025,Department of Energy,0.0,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2025,Department of the Air Force,134068.16999999998,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2025,Department of the Army,667909.9,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2025,Department of the Navy,1197949.22,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2025,National Aeronautics and Space Administration,1281578.85,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2025,National Institutes of Health,9772930.46,9
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2025,National Science Foundation,5110400.0,13
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2025,Washington Headquarters Services,161107.0,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2026,Department of Energy,967541.0,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2026,Department of the Air Force,116604.0,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2026,Department of the Army,509330.98,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2026,Department of the Navy,961639.3500000001,0
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2026,National Aeronautics and Space Administration,463554.48000000004,1
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2026,National Institutes of Health,5178967.74,6
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2026,National Science Foundation,362521.0,3
JWSYC7RUMJD1,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,2026,Washington Headquarters Services,0.0,0
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2016,National Institutes of Health,26885753.0,65
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2017,National Institutes of Health,26859814.0,39
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2018,National Institutes of Health,34418033.0,33
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2019,National Institutes of Health,53603831.0,13
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2020,National Institutes of Health,59836335.0,18
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2021,National Institutes of Health,53022002.25,18
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2022,National Institutes of Health,34252450.900000006,18
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2023,National Institutes of Health,16602111.229999999,11
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2024,National Institutes of Health,22492243.849999998,21
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2025,National Institutes of Health,27620328.53,17
JZ8RQC4EMDZ5,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,2026,National Institutes of Health,31243599.14,13
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2016,National Aeronautics and Space Administration,76524.0,1
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2016,National Institutes of Health,108583665.0,255
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2017,National Aeronautics and Space Administration,200000.0,0
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2017,National Institutes of Health,105726933.0,118
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2017,National Science Foundation,850000.0,1
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2018,National Aeronautics and Space Administration,0.0,0
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2018,National Institutes of Health,117701329.0,92
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2019,National Institutes of Health,139566992.0,83
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2020,National Institutes of Health,165628065.0,83
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2021,National Institutes of Health,162251618.76,77
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2021,National Science Foundation,709377.0,1
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2022,National Institutes of Health,162397296.74,70
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2022,National Science Foundation,201299.0,1
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2023,National Institutes of Health,165693199.1,67
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2023,National Science Foundation,362516.0,0
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2024,National Institutes of Health,153315565.8,66
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2025,National Institutes of Health,167395673.58,69
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2026,National Institutes of Health,144318941.64,54
JZD1HLM2ZU83,CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,2026,National Science Foundation,600000.0,1
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2016,National Institutes of Health,9302909.0,20
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2017,National Institutes of Health,9719382.0,8
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2018,National Institutes of Health,10593047.0,7
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2019,National Institutes of Health,12595583.0,5
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2020,National Institutes of Health,12398113.0,5
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2021,National Institutes of Health,15117873.07,5
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2022,National Institutes of Health,16740065.190000001,6
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2023,National Institutes of Health,14661788.56,3
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2024,National Institutes of Health,18346029.14,10
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2025,National Institutes of Health,18148767.48,6
JZDRNT166LE4,"VERSITI BLOOD HEALTH, INC.",MILWAUKEE,WI,2026,National Institutes of Health,11339593.370000001,4
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2016,National Institutes of Health,4712386.0,2
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2017,National Institutes of Health,4669402.0,0
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2018,National Institutes of Health,4677563.0,0
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2019,National Institutes of Health,4778265.0,0
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2020,National Institutes of Health,7071002.0,0
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2021,National Institutes of Health,6771002.0,0
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2022,National Institutes of Health,6363481.51,0
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2023,National Institutes of Health,6286402.0,0
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2024,National Institutes of Health,6086763.0,0
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2025,National Institutes of Health,6384428.0,0
K49BLGJHG935,CPWR: THE CENTER FOR CONSTRUCTION RESEARCH AND TRAINING,SILVER SPRING,MD,2026,National Institutes of Health,4046810.0,0
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2016,National Institutes of Health,5936865.0,8
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2017,National Institutes of Health,6436311.0,6
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2017,National Science Foundation,1105412.0,1
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2018,National Institutes of Health,6086605.0,1
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2018,National Science Foundation,387106.0,0
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2019,National Institutes of Health,6287617.0,3
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2020,National Institutes of Health,7669908.0,2
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2020,National Science Foundation,-1324016.0,0
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2021,National Institutes of Health,9217304.83,3
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2022,National Institutes of Health,14240390.66,6
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2023,National Institutes of Health,13866302.8,2
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2023,National Science Foundation,264424.0,1
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2024,National Institutes of Health,13969070.010000002,9
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2025,National Institutes of Health,16508702.2,5
K4FYB2EJVL32,ARKANSAS CHILDREN'S RESEARCH INSTITUTE,LITTLE ROCK,AR,2026,National Institutes of Health,12105331.379999999,5
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2016,Department of Defense,14558381.0,29
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2016,Department of the Air Force,538359.0,3
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2016,Department of the Army,0.0,2
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2016,National Aeronautics and Space Administration,2167058.0,31
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2016,National Institutes of Health,14599058.0,49
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2016,National Science Foundation,35230086.0,114
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2017,Defense Threat Reduction Agency,50000.0,0
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2017,Department of Defense,4129661.0,3
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2017,Department of Energy,5112213.96,27
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2017,Department of the Air Force,6743558.0,5
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2017,Department of the Army,538766.0,4
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2017,Department of the Navy,969978.0,4
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2017,National Aeronautics and Space Administration,2409079.05,10
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2017,National Institutes of Health,10018329.0,26
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2017,National Science Foundation,28527510.0,65
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2018,Defense Advanced Research Projects Agency,500000.0,0
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2018,Defense Threat Reduction Agency,917382.0,0
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2018,Department of Energy,6633987.9399999995,6
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2018,Department of the Air Force,8396887.0,4
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2018,Department of the Army,2521702.0,5
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2018,Department of the Navy,1942149.0,8
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2018,National Aeronautics and Space Administration,3350570.69,7
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2018,National Institutes of Health,13293533.0,14
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2018,National Science Foundation,38372249.0,78
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2019,Defense Advanced Research Projects Agency,474514.0,1
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2019,Defense Threat Reduction Agency,710000.0,0
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2019,Department of Energy,6824935.34,6
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2019,Department of the Air Force,3913388.0,1
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2019,Department of the Army,6200908.61,7
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2019,Department of the Navy,3282882.0,3
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2019,National Aeronautics and Space Administration,4213663.74,9
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2019,National Institutes of Health,14042938.0,10
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2019,National Science Foundation,40354253.0,60
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2020,Defense Advanced Research Projects Agency,1212994.0,0
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2020,Defense Threat Reduction Agency,700000.0,0
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2020,Department of Energy,5481712.97,3
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2020,Department of the Air Force,3668844.0,1
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2020,Department of the Army,3618665.62,2
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2020,Department of the Navy,3845038.0,6
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2020,National Aeronautics and Space Administration,3437234.28,7
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2020,National Institutes of Health,18225126.0,20
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2020,National Science Foundation,35472085.0,65
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2021,Defense Advanced Research Projects Agency,2130000.0,1
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2021,Defense Threat Reduction Agency,165000.0,0
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2021,Department of Energy,4141403.6899999995,2
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2021,Department of the Air Force,1617602.0,2
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2021,Department of the Army,7075573.57,8
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2021,Department of the Navy,4132715.19,8
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2021,National Aeronautics and Space Administration,3350460.58,7
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2021,National Institutes of Health,20287856.740000002,23
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2021,National Science Foundation,40450202.0,64
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2022,Defense Advanced Research Projects Agency,623739.0,0
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2022,Department of Energy,1572108.94,1
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2022,Department of the Air Force,1296563.0,3
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2022,Department of the Army,7259569.0,5
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2022,Department of the Navy,5492685.83,6
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2022,National Aeronautics and Space Administration,3181488.35,3
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2022,National Institutes of Health,24339069.869999997,15
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2022,National Science Foundation,40588876.0,71
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2023,Defense Health Agency,1126764.0,1
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2023,Department of Energy,9202772.89,8
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2023,Department of the Air Force,3220319.0,5
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2023,Department of the Army,10868783.0,5
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2023,Department of the Navy,5550331.92,7
K51LECU1G8N3,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,2023,Environmental Protection Agency,25000.0,1
